,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.28,0.27,0.3,0.31,0.52,0.13,0.01,0.43,0.69,0.0
gamestone.csv,0.02,0.0,0.1,0.06,0.07,0.0,0.07,0.08,0.1,0.0
gbif-providertoolkit.csv,0.13,0.06,0.01,0.03,0.0,0.09,0.19,0.09,0.13,0.0
heekscad.csv,0.0,0.31,0.49,0.57,0.21,0.0,0.34,0.23,0.27,0.3
igarden.csv,0.15,0.17,0.1,0.0,0.34,0.52,0.31,0.23,0.98,0.1
levent.csv,0.36,0.33,0.54,0.51,0.4,0.04,0.61,0.4,0.54,0.5
owlapi.csv,0.02,0.0,0.0,0.0,0.09,0.0,0.04,0.01,0.33,0.0
pnotepad.csv,0.72,0.63,0.73,0.99,0.85,0.52,0.73,0.71,0.9,0.0
quark.csv,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0
xcsoar.csv,0.3,0.21,0.01,0.29,0.46,0.13,0.5,0.22,0.71,0.0
