,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.77,0.45,0.46,0.37,0.73,0.46,0.61,0.6,0.59,0.37,0.92,0.65,0.59,0.57,0.52,0.79,0.54,0.55,0.59
fbmanager.csv,0.55,0.69,0.48,0.4,0.43,0.62,0.45,0.6,0.7,0.42,0.64,0.44,0.75,0.44,0.56,0.63,0.47,0.67,0.6
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0
fityk.csv,0.62,0.46,0.39,0.38,0.6,0.77,0.46,0.64,0.6,0.71,0.63,0.85,0.69,0.42,0.52,0.68,0.8,0.35,0.58
fleet-simulator.csv,0.43,0.27,0.42,0.33,0.35,0.33,0.33,0.39,0.41,0.43,0.3,0.33,0.44,0.33,0.3,0.38,0.4,0.33,0.43
freenet.csv,0.49,0.3,0.5,0.43,0.43,0.33,0.36,0.44,0.47,0.45,0.41,0.53,0.53,0.4,0.5,0.52,0.48,0.39,0.5
geogebra.csv,0.8,0.48,0.68,0.4,0.42,0.62,0.42,0.69,0.68,0.46,0.42,0.34,0.66,0.67,0.31,0.49,0.77,0.44,0.51
google-caja.csv,0.43,0.31,0.36,0.36,0.39,0.34,0.35,0.47,0.42,0.34,0.35,0.35,0.46,0.32,0.32,0.48,0.41,0.34,0.5
hibernate.csv,0.79,0.5,0.83,0.6,0.69,0.58,0.56,0.64,0.77,0.69,0.63,0.86,0.68,0.91,0.47,0.74,0.63,0.41,0.73
itext.csv,0.54,0.4,0.6,0.34,0.42,0.38,0.43,0.74,0.55,0.44,0.59,0.91,0.53,0.41,0.41,0.52,0.41,0.46,0.46
k3b.csv,0.45,0.36,0.42,0.39,0.48,0.45,0.42,0.52,0.45,0.38,0.55,0.76,0.44,0.59,0.74,0.55,0.43,0.32,0.52
megameknet.csv,0.65,0.34,0.83,0.47,0.73,0.55,0.47,0.55,0.65,0.45,0.53,0.92,0.7,0.88,0.65,0.72,0.55,0.35,0.57
myfaces.csv,0.47,0.48,0.47,0.45,0.52,0.46,0.52,0.98,0.48,0.49,0.38,0.37,0.63,0.4,0.38,0.5,0.49,0.52,0.52
onotoa.csv,0.64,0.6,0.9,0.49,0.4,0.62,0.57,0.61,0.88,0.73,0.59,0.36,0.56,0.63,0.49,0.56,0.62,0.73,0.62
paintown.csv,0.52,0.53,0.44,0.37,0.44,0.56,0.39,0.48,0.46,0.47,0.39,0.5,0.46,0.39,0.39,0.49,0.49,0.43,0.53
powerfolder.csv,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.96,0.0,0.0,0.8,0.0,0.91,0.0,0.0,0.86,0.89,0.5,0.5
triplea.csv,0.48,0.39,0.44,0.34,0.47,0.5,0.36,0.46,0.43,0.39,0.56,0.44,0.48,0.52,0.32,0.49,0.44,0.45,0.51
xamj.csv,0.46,0.41,0.42,0.36,0.36,0.37,0.43,0.58,0.44,0.45,0.58,0.35,0.51,0.58,0.31,0.47,0.5,0.38,0.67
