,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.25,0.44,0.47,0.58,0.22,0.96,0.37,0.73,0.41,0.53,0.4,0.5,0.51,0.34,0.43,0.3,0.55,0.34,0.41
fbmanager.csv,0.41,0.28,0.91,0.57,0.49,0.33,0.58,0.6,0.28,0.56,0.8,0.5,0.41,0.59,0.33,0.42,0.7,0.26,0.56
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.37,0.59,0.68,0.76,0.45,0.19,0.64,0.56,0.41,0.32,0.4,0.0,0.32,0.98,0.5,0.38,0.26,0.86,0.64
fleet-simulator.csv,0.93,0.88,0.94,0.95,0.69,0.93,0.87,0.92,0.88,1.0,1.0,0.5,0.84,0.95,1.0,0.76,0.9,0.74,0.87
freenet.csv,0.65,0.84,0.71,0.99,0.58,0.85,0.83,0.9,0.69,0.85,1.0,0.5,0.67,0.82,0.52,0.61,0.7,0.76,0.87
geogebra.csv,0.26,0.47,0.35,0.79,0.81,0.33,0.73,0.56,0.31,0.85,0.8,0.75,0.43,0.27,0.98,0.86,0.93,0.43,0.84
google-caja.csv,0.62,0.72,0.65,0.75,0.68,0.96,0.99,0.85,0.53,0.74,1.0,1.0,0.67,0.84,0.7,0.74,0.84,0.79,0.87
hibernate.csv,0.37,0.5,0.06,0.35,0.27,0.41,0.37,0.56,0.38,0.53,0.8,0.0,0.35,0.14,0.57,0.93,0.53,0.74,0.33
itext.csv,0.43,0.56,0.41,0.66,0.43,0.74,0.55,0.33,0.57,0.94,0.6,0.0,0.52,0.61,0.5,0.44,0.73,0.48,0.58
k3b.csv,0.69,0.81,0.65,0.69,0.49,0.74,0.68,0.69,1.0,0.71,1.0,0.0,0.72,0.34,0.35,0.45,0.76,0.95,0.56
megameknet.csv,0.5,0.78,0.12,0.49,0.27,0.44,0.47,0.58,0.55,0.82,1.0,0.0,0.87,0.27,0.44,0.45,0.66,0.86,0.43
myfaces.csv,0.88,0.56,0.82,0.75,0.66,0.59,0.56,0.83,0.74,0.85,0.6,1.0,0.62,0.86,0.89,0.83,0.77,0.47,0.87
onotoa.csv,0.54,0.38,0.18,0.72,1.0,0.26,0.44,0.5,0.28,0.32,0.6,1.0,0.72,0.43,0.63,0.66,0.59,0.26,0.61
paintown.csv,0.93,0.5,0.59,0.67,0.57,0.37,0.62,0.73,0.47,0.53,1.0,0.25,0.62,0.45,0.56,0.58,0.69,0.4,0.61
powerfolder.csv,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.12,0.02,0.0,1.0,0.0,0.07,0.0,0.0,0.03,0.07,0.03,0.01
triplea.csv,0.66,1.0,0.68,0.84,0.46,0.59,0.82,0.9,0.71,0.65,0.8,0.5,0.62,0.57,0.81,0.52,0.68,0.5,0.73
xamj.csv,0.93,0.78,0.79,0.92,0.74,0.74,0.62,0.62,0.83,0.82,0.8,0.75,0.72,0.45,0.93,0.87,0.73,0.76,0.92
