,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.29,0.48,0.5,0.59,0.25,0.97,0.42,0.75,0.45,0.56,0.45,0.54,0.56,0.38,0.49,0.35,0.59,0.39,0.46
fbmanager.csv,0.45,0.32,0.93,0.58,0.49,0.38,0.62,0.61,0.32,0.6,0.78,0.51,0.46,0.6,0.38,0.46,0.7,0.31,0.51
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.41,0.6,0.64,0.53,0.45,0.22,0.65,0.57,0.45,0.36,0.43,0.0,0.36,0.97,0.56,0.41,0.3,0.0,0.64
fleet-simulator.csv,0.4,0.51,0.42,0.44,0.51,0.37,0.59,0.67,0.54,0.36,0.56,0.29,0.66,0.21,1.0,0.63,0.65,0.78,0.67
freenet.csv,0.54,0.5,0.55,0.99,0.56,0.67,0.58,0.39,0.51,0.52,0.72,0.5,0.67,0.58,0.43,0.56,0.62,0.8,0.53
geogebra.csv,0.3,0.5,0.39,0.46,0.69,0.38,0.54,0.57,0.35,0.47,0.51,0.33,0.48,0.31,0.96,0.42,0.94,0.49,0.29
google-caja.csv,0.65,0.61,0.65,0.67,0.61,0.78,0.99,0.5,0.57,0.72,0.51,0.7,0.65,0.59,0.74,0.68,0.75,0.0,0.66
hibernate.csv,0.4,0.48,0.07,0.4,0.3,0.46,0.42,0.53,0.42,0.53,0.74,0.0,0.4,0.17,0.61,0.94,0.54,0.0,0.37
itext.csv,0.48,0.58,0.45,0.64,0.44,0.7,0.59,0.38,0.59,0.95,0.62,0.0,0.56,0.54,0.56,0.48,0.72,0.54,0.6
k3b.csv,0.62,0.73,0.59,0.57,0.51,0.68,0.63,0.7,1.0,0.64,0.91,0.0,0.7,0.38,0.37,0.49,0.7,0.0,0.6
megameknet.csv,0.46,0.54,0.15,0.53,0.31,0.48,0.52,0.6,0.55,0.54,0.85,0.0,0.89,0.31,0.29,0.49,0.65,0.0,0.48
myfaces.csv,0.2,0.51,0.13,0.43,0.54,0.44,0.43,0.86,0.53,0.4,0.24,0.49,0.48,0.56,0.0,0.4,0.48,0.53,0.37
onotoa.csv,0.46,0.41,0.21,0.59,0.99,0.28,0.45,0.46,0.31,0.37,0.56,0.47,0.44,0.44,0.34,0.49,0.54,0.31,0.52
paintown.csv,0.94,0.55,0.62,0.64,0.58,0.41,0.65,0.68,0.48,0.54,0.75,0.28,0.64,0.48,0.6,0.59,0.68,0.45,0.61
powerfolder.csv,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.15,0.02,0.0,1.0,0.0,0.09,0.0,0.0,0.04,0.09,0.04,0.01
triplea.csv,0.66,0.99,0.67,0.59,0.46,0.62,0.66,0.78,0.65,0.65,0.76,0.48,0.64,0.58,0.84,0.53,0.66,0.56,0.7
xamj.csv,0.4,0.76,0.44,0.42,0.58,0.59,0.62,0.64,0.57,0.46,0.73,0.45,0.58,0.4,0.92,0.41,0.62,0.0,0.93
