,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.74,0.71,0.83,0.46,0.5,0.35,0.93,0.66,0.75,0.45,0.78,0.51,0.7
aubit4gl.csv,0.83,0.7,0.89,0.83,0.88,0.89,0.47,0.98,0.67,0.92,0.86,0.62,0.5
bionote.csv,0.46,0.69,0.53,0.69,0.42,0.88,0.4,0.53,0.62,0.43,0.55,0.81,0.62
liferea.csv,0.44,0.5,0.39,0.39,0.39,0.58,0.4,0.53,0.65,0.44,0.8,0.88,0.62
opensim4opencog.csv,0.44,0.56,0.32,0.38,0.38,0.6,0.44,0.49,0.78,0.36,0.62,0.62,0.37
pclasses.csv,0.5,0.65,0.8,0.47,0.75,0.8,0.67,0.56,0.5,0.89,0.9,0.53,0.73
plearn.csv,0.53,0.62,0.5,0.58,0.54,0.9,0.67,0.8,0.49,0.45,0.88,0.48,0.56
psrchive.csv,0.54,0.69,0.9,0.73,0.59,0.38,0.4,0.63,0.83,0.48,0.88,0.58,0.67
re2c.csv,0.7,0.82,0.86,0.5,0.52,0.55,0.88,0.71,0.0,0.55,0.53,0.58,0.7
rebecca-aiml.csv,0.46,0.83,0.43,0.5,0.36,0.27,0.35,0.43,0.8,0.37,0.36,0.61,0.44
thrust.csv,0.9,0.5,0.9,0.8,0.93,0.88,0.91,0.82,0.89,0.94,0.58,0.6,0.8
tzod.csv,0.53,0.64,0.8,0.43,0.42,0.48,0.55,0.95,0.8,0.54,0.0,0.74,0.92
yaprm.csv,0.45,0.59,0.39,0.65,0.52,0.8,0.34,0.68,0.75,0.44,0.38,0.85,0.62
