,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.19,0.1,0.1,0.11,0.12,0.0,0.32,0.2,0.0,0.11,0.0,0.3,0.32,0.0
emeraldemu.csv,0.6,0.34,0.98,0.11,0.18,0.12,0.6,0.03,0.57,0.0,0.19,0.0,0.0,0.14
frogatto.csv,0.44,0.6,0.98,0.26,0.72,0.63,0.6,0.81,0.87,0.34,0.97,0.24,0.58,0.65
grafx2.csv,0.51,0.32,0.24,0.16,0.32,0.34,0.55,0.46,0.63,0.16,0.66,0.12,0.13,0.39
jahshakafx.csv,0.27,0.28,0.32,0.16,0.42,0.32,0.55,0.09,0.48,0.13,0.34,0.15,0.39,0.2
nassp.csv,0.21,0.16,0.0,0.16,0.15,0.15,0.09,0.42,0.24,0.13,0.03,0.18,0.5,0.14
netatalk.csv,0.34,0.52,0.73,0.41,0.5,0.56,0.74,0.28,0.74,0.18,0.31,0.33,0.29,0.56
open-beos.csv,0.42,0.43,0.48,0.11,0.57,0.24,0.26,0.95,0.52,0.82,0.38,0.21,0.87,0.38
psycle.csv,0.85,0.69,0.57,0.35,0.65,0.55,0.85,0.59,0.98,0.55,0.69,0.42,0.79,0.77
quantlib.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.03,0.97,0.0,0.0,0.31
reaper-ecad.csv,0.11,0.06,0.25,0.03,0.1,0.04,0.15,0.0,0.0,0.0,0.03,0.03,0.03,0.0
sbml.csv,0.66,0.36,0.62,0.47,0.83,0.44,0.68,0.58,0.83,0.26,0.31,0.42,0.55,0.42
unimrcp.csv,0.59,0.51,0.69,0.38,0.3,0.24,0.87,0.28,0.65,0.05,0.22,0.42,0.11,0.58
unladen-swallow.csv,0.09,0.2,0.05,0.21,0.33,0.24,0.15,0.32,0.0,0.13,0.12,0.27,0.39,0.19
