,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.52,0.54,0.05,0.5,0.44,0.52,0.55,0.41,0.36,0.38,0.46,0.24,0.5,0.76,0.32,0.67,0.13
arm-webradio.csv,0.48,0.52,0.32,0.18,0.21,0.4,0.35,0.56,0.48,0.27,0.17,0.46,0.6,0.5,0.7,0.49,0.94
codepurge.csv,0.51,0.55,0.13,0.45,0.29,0.62,0.25,0.34,0.1,0.25,0.71,0.44,0.69,0.5,0.43,0.44,0.67
fw4spl.csv,0.22,0.62,0.6,0.43,0.28,0.31,0.55,0.27,0.26,0.4,0.32,0.51,0.63,0.31,0.46,0.45,0.54
glas.csv,0.58,0.7,0.61,0.47,0.35,0.57,0.64,0.61,0.65,0.36,0.57,0.65,0.59,0.55,0.49,0.63,0.57
grisbi.csv,0.45,0.05,0.59,0.48,0.25,0.24,0.81,0.36,0.49,0.49,0.52,0.64,0.44,0.38,0.27,0.55,0.52
gwanted.csv,0.38,0.53,0.53,0.38,0.67,0.31,0.8,0.18,0.22,0.45,0.73,0.6,0.43,0.43,0.42,0.56,0.34
lcfizvtop.csv,0.51,0.69,0.13,0.44,0.46,0.85,0.66,0.36,0.64,0.51,0.43,0.59,0.09,0.52,0.68,0.35,0.61
ldview.csv,0.72,0.38,0.6,0.57,0.51,0.47,0.27,0.59,0.27,0.48,0.52,0.27,0.37,0.55,0.52,0.65,0.17
libmesh.csv,0.39,0.14,0.07,0.42,0.21,0.28,0.18,0.65,0.22,0.31,0.0,0.12,0.0,0.42,0.38,0.21,0.17
mediaportal.csv,0.06,0.12,0.38,0.12,0.25,0.11,0.04,0.1,0.04,0.09,0.0,0.6,0.05,0.18,0.11,0.4,0.8
olex2.csv,0.0,0.33,0.6,0.49,0.59,0.31,0.4,0.1,0.04,0.43,0.33,0.6,0.25,0.2,0.29,0.73,0.52
oppna-program-hsatools.csv,0.23,0.43,0.45,0.8,0.58,0.43,0.86,0.43,0.26,0.48,0.87,0.59,0.05,0.51,0.37,0.49,0.18
qlc.csv,0.33,0.62,0.8,0.29,0.29,0.21,0.67,0.42,0.57,0.29,0.72,0.7,0.25,0.45,0.43,0.74,0.0
somap.csv,0.13,0.0,0.31,0.57,0.4,0.0,0.8,0.32,0.36,0.88,0.05,0.09,0.13,0.13,0.4,0.45,0.05
wxcode.csv,0.28,0.25,0.65,0.37,0.49,0.31,0.53,0.18,0.04,0.17,0.96,0.59,0.1,0.26,0.15,0.33,0.04
xcf.csv,0.62,0.66,0.63,0.52,0.54,0.49,0.66,0.49,0.59,0.64,0.83,0.63,0.51,0.69,0.78,0.65,0.35
