,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.24,0.75,0.99,0.52,0.61,0.56,0.79,0.87,0.89,0.83,0.33,0.41,0.68,0.24,0.63,0.44,0.49
arm-webradio.csv,0.62,0.56,0.2,0.83,0.32,0.35,0.64,0.33,0.82,0.5,0.42,0.26,0.66,0.27,0.37,0.79,0.16
codepurge.csv,0.32,0.4,0.22,0.13,0.11,0.46,0.0,0.41,0.05,0.33,0.29,0.86,0.21,0.68,0.17,0.42,0.71
fw4spl.csv,0.32,0.27,0.2,0.43,0.39,0.06,0.36,0.24,0.15,0.33,0.38,0.31,0.61,0.18,0.13,0.41,0.05
glas.csv,0.38,0.4,0.62,0.48,0.44,0.31,0.36,0.67,0.36,0.17,0.42,0.48,0.38,0.24,0.1,0.51,0.28
grisbi.csv,0.84,0.99,0.73,0.83,0.93,0.94,0.14,0.89,0.82,0.83,0.82,0.66,0.86,0.89,0.93,0.79,0.8
gwanted.csv,0.16,0.31,0.3,0.09,0.21,0.12,0.14,0.35,0.18,0.67,0.2,0.38,0.18,0.21,0.23,0.27,0.1
lcfizvtop.csv,0.78,0.65,0.31,0.13,0.35,0.33,0.29,0.61,0.29,0.17,0.78,0.75,0.98,0.65,0.2,0.9,0.11
ldview.csv,0.22,0.89,0.74,0.61,0.46,0.71,0.93,0.63,0.93,0.67,0.82,0.93,0.23,0.79,0.77,0.46,0.96
libmesh.csv,0.54,0.39,0.17,0.65,0.44,0.69,0.43,0.33,0.4,0.5,0.03,0.27,0.0,0.36,0.63,0.17,0.96
mediaportal.csv,0.0,0.09,0.13,0.0,0.07,0.12,0.0,0.0,0.02,0.0,0.08,0.25,0.01,0.06,0.0,0.14,0.22
olex2.csv,0.03,0.21,0.43,0.0,0.29,0.19,0.0,0.13,0.04,0.0,0.12,0.35,0.18,0.08,0.1,0.28,0.44
oppna-program-hsatools.csv,0.14,0.43,0.85,0.13,0.72,0.62,0.21,0.72,0.22,0.83,0.42,0.72,0.12,0.36,0.47,0.2,0.72
qlc.csv,0.14,0.39,0.31,0.09,0.15,0.29,0.21,0.3,0.42,0.67,0.26,0.44,0.17,0.27,0.07,0.44,0.0
somap.csv,0.97,1.0,0.91,0.78,0.85,1.0,0.5,0.91,0.89,0.0,0.99,0.98,0.97,0.97,0.87,0.83,0.99
wxcode.csv,0.05,0.12,0.53,0.0,0.29,0.25,0.07,0.22,0.07,0.0,0.18,0.34,0.02,0.06,0.1,0.07,0.52
xcf.csv,0.51,0.48,0.71,0.74,0.47,0.79,0.71,0.83,0.76,0.17,0.5,0.53,0.44,0.36,0.33,0.7,0.33
