,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,91.5,2251.0,98.5,98.5,586.5,269.5,98.5,193.0,591.5,98.5,1086.5,2131.5,922.0,267.5,93.5,98.5,97.5
arm-webradio.csv,271.5,1776.5,98.5,186.0,2224.5,375.5,96.5,94.5,588.5,90.5,97.5,742.5,1123.5,266.5,195.0,98.5,98.5
codepurge.csv,188.0,2268.5,506.5,98.5,95.5,197.0,98.5,193.0,68.5,98.5,97.5,888.5,897.5,1637.0,96.5,98.5,98.5
fw4spl.csv,347.0,1102.5,270.5,186.0,1179.5,161.0,98.5,241.5,97.5,98.5,95.5,1402.0,1025.0,83.5,96.5,97.5,98.5
glas.csv,283.5,2283.5,98.5,98.5,1693.5,269.5,98.5,95.5,469.5,98.5,95.5,593.0,749.0,84.5,177.0,98.5,98.5
grisbi.csv,283.5,3823.5,98.5,98.5,684.0,197.0,98.5,193.0,786.0,98.5,97.5,790.0,1778.5,2022.0,195.0,98.5,98.5
gwanted.csv,188.0,1718.5,98.5,98.5,427.0,269.5,98.5,182.0,319.0,98.5,97.5,593.0,680.0,131.0,96.5,98.5,92.5
lcfizvtop.csv,283.5,3633.0,1044.0,98.5,884.0,197.0,98.5,193.0,97.5,98.5,97.5,692.0,1868.0,1537.5,96.5,98.5,98.5
ldview.csv,188.0,3724.5,98.5,98.5,585.5,197.0,98.5,193.0,690.5,98.5,97.5,1184.5,1592.5,1738.5,195.0,98.5,98.5
libmesh.csv,162.0,838.5,1071.0,97.5,2138.0,197.0,90.5,94.5,393.0,191.0,145.0,380.0,0.0,740.0,195.0,98.5,98.5
mediaportal.csv,45.5,1201.5,257.5,98.5,69.5,238.5,95.5,95.5,60.0,82.5,133.0,871.5,98.0,180.0,81.5,189.0,98.5
olex2.csv,11.5,1490.5,98.5,98.5,389.0,207.5,95.5,253.5,185.5,98.5,95.5,593.0,1213.0,138.0,94.5,98.5,98.5
oppna-program-hsatools.csv,158.0,1757.5,98.5,98.5,684.0,368.0,98.5,193.0,516.0,98.5,97.5,1086.0,1018.0,1192.5,93.5,98.5,92.5
qlc.csv,188.0,1963.5,98.5,98.5,847.5,550.0,96.5,95.5,272.5,98.5,97.5,296.0,1417.5,84.5,96.5,98.5,0.0
somap.csv,283.5,3823.5,98.5,98.5,2333.0,197.0,98.5,193.0,690.5,98.5,97.5,1184.5,1868.0,2289.5,195.0,97.5,98.5
wxcode.csv,91.5,414.5,98.5,98.5,292.0,269.5,91.5,95.5,152.0,98.5,97.5,789.5,153.5,62.5,87.5,98.5,80.5
xcf.csv,283.5,1673.0,98.5,98.5,1967.0,269.5,98.5,193.0,1407.5,98.5,97.5,790.0,561.0,460.5,96.5,98.5,189.0
