,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.98,0.2,0.13,0.69,1.0,0.22,0.65,0.34,0.09,0.23,0.21,0.75
crisscross.csv,0.96,0.8,1.0,1.0,0.86,0.25,0.74,0.33,0.15,0.0,0.27,0.94
gabel.csv,1.0,0.0,0.0,0.0,0.0,0.48,1.0,1.0,1.0,0.0,0.0,0.33
jguard.csv,0.98,0.2,0.18,0.67,0.62,0.25,0.65,1.0,0.12,0.24,0.21,0.71
jitterbit.csv,0.99,0.19,0.17,0.73,0.78,0.99,0.75,0.2,0.15,0.22,0.14,0.76
mycila.csv,1.0,0.0,0.07,0.0,0.33,0.36,0.75,0.45,0.0,0.28,1.0,0.91
nova.csv,0.98,1.0,0.15,0.62,0.72,0.29,0.69,0.38,0.1,0.2,0.19,0.72
ontomorphtab.csv,1.0,0.3,0.19,0.97,0.73,0.31,0.64,0.38,0.09,0.23,0.22,0.71
tmva.csv,1.0,0.23,0.19,0.64,0.62,0.26,0.7,0.4,0.09,0.17,0.19,0.99
vienna-add-in.csv,0.98,0.23,0.2,0.6,0.72,0.29,1.0,0.42,0.08,0.19,0.07,0.77
vrjuggler.csv,0.0,0.29,0.1,0.61,0.33,0.4,0.77,0.26,0.0,1.0,0.14,0.56
wpdev.csv,1.0,0.23,0.17,0.63,0.71,0.27,0.67,0.35,0.08,0.21,0.19,0.73
