,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.11,0.79,0.86,0.61
google-caja.csv,0.12,0.85,0.87,0.76
itext.csv,0.15,0.85,0.84,0.79
plee-the-bear.csv,0.3,0.68,0.59,0.46
