,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.2,0.57,0.77,0.51
google-caja.csv,0.4,0.79,0.71,0.75
itext.csv,0.7,0.0,0.68,0.77
plee-the-bear.csv,0.79,0.57,0.45,0.43
