,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.95,0.74,0.22,0.77
google-caja.csv,0.88,0.3,0.56,0.23
itext.csv,0.64,1.0,0.56,0.2
plee-the-bear.csv,0.22,0.52,0.56,0.43
