,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.85,0.0,0.0,0.1
repositorium.csv,0.14,0.88,0.0,0.41
simplewebservices.csv,0.56,0.0,0.42,0.68
xbg.csv,0.0,0.0,0.93,0.42
