,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.42,0.93,0.6,0.87,0.53,0.56,0.47,0.93,0.95,0.55,0.68,0.42,0.86,0.45,0.55,0.56,0.9
botsnscouts.csv,0.39,0.44,0.75,0.65,0.67,0.42,0.44,0.4,0.41,0.52,0.55,0.38,0.29,0.32,0.34,0.96,0.48
cities3d.csv,0.7,0.74,0.39,0.57,0.52,0.43,0.83,0.86,0.88,0.5,0.5,0.54,0.88,0.47,0.62,0.56,0.45
dynalloy.csv,0.65,0.67,0.68,0.36,0.43,0.37,0.53,0.59,0.75,0.79,0.5,0.42,0.37,0.49,0.45,0.41,0.43
electric-core.csv,0.43,0.63,0.57,0.41,0.38,0.38,0.39,0.5,0.47,0.36,0.43,0.39,0.35,0.37,0.36,0.41,0.49
findbugs.csv,0.51,0.7,0.6,0.47,0.5,0.38,0.63,0.67,0.94,0.46,0.65,0.39,0.55,0.38,0.59,0.38,0.52
img-browse-sort.csv,0.49,0.38,0.58,0.41,0.54,0.45,0.53,0.62,0.96,0.43,0.62,0.45,0.65,0.43,0.53,0.39,0.47
jparsec.csv,0.37,0.36,0.43,0.34,0.34,0.31,0.37,0.34,0.43,0.33,0.44,0.47,0.36,0.38,0.32,0.7,0.36
moast.csv,0.65,0.52,0.0,0.45,0.8,0.38,0.33,0.34,0.92,0.91,0.83,0.63,0.33,0.89,0.57,0.44,0.64
mptvseries.csv,0.59,0.93,0.83,0.55,0.44,0.45,0.7,0.57,0.96,0.91,0.75,0.36,0.5,0.45,0.56,0.0,0.63
mvnforum.csv,0.96,1.0,0.83,0.96,0.78,0.65,0.55,0.57,0.96,0.92,0.83,0.52,0.86,0.93,0.78,0.74,0.92
nosleepsoftware.csv,0.86,0.98,0.64,0.99,0.91,0.8,0.0,0.69,0.7,0.86,0.89,0.67,0.89,0.92,0.86,0.89,0.89
ogre.csv,0.55,0.43,0.45,0.37,0.52,0.53,0.38,0.41,0.45,0.42,0.55,0.69,0.3,0.46,0.45,0.42,0.4
openfrag.csv,0.44,0.6,0.72,0.5,0.47,0.55,0.36,0.65,0.89,0.38,0.55,0.41,0.48,0.43,0.43,0.47,0.77
qdvdauthor.csv,0.46,0.99,0.5,0.96,0.44,0.47,0.8,0.34,0.64,0.39,0.48,0.47,0.65,0.42,0.59,0.51,0.49
sumatrapdf.csv,0.4,0.39,0.41,0.35,0.4,0.35,0.39,0.59,0.53,0.35,0.44,0.4,0.32,0.37,0.34,0.39,0.38
zxing.csv,0.53,0.79,0.45,0.48,0.46,0.4,0.53,0.85,0.57,0.42,0.5,0.43,0.38,0.34,0.43,0.51,0.38
