,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.04,0.95,0.34,0.38,0.22,0.21
aime.csv,0.0,0.85,0.08,0.07,0.0,0.13
badtrinitycore.csv,0.0,0.0,0.03,0.0,0.38,0.46
electric-core.csv,0.58,0.65,0.0,0.69,0.65,0.65
geochat.csv,0.62,0.45,0.18,0.1,0.46,0.0
olsrd.csv,0.75,0.0,0.61,0.57,0.6,0.36
