,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.93,0.33,0.99,0.0,0.43,0.54,0.47,0.33
apolloplayer.csv,0.47,0.9,0.0,0.0,0.41,0.16,0.17,0.42
k3d.csv,0.28,0.1,0.0,0.58,0.15,0.92,0.0,0.36
keyczar.csv,0.67,0.56,0.95,0.64,0.52,0.56,0.54,0.97
kowari.csv,0.28,0.2,0.0,0.0,0.29,0.12,1.0,0.1
redshell.csv,0.59,0.58,0.71,0.13,0.97,0.3,0.71,0.4
rtb-team.csv,0.49,0.59,0.93,0.89,0.36,0.47,0.65,0.47
