,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.97,0.63,0.97,0.75,0.72,0.48,0.73,0.65
apolloplayer.csv,0.54,0.81,0.99,0.67,0.66,0.78,0.92,0.57
k3d.csv,0.98,0.83,0.93,0.5,0.96,0.96,0.8,0.47
keyczar.csv,0.43,0.45,0.82,0.42,0.46,0.38,0.41,0.46
kowari.csv,0.97,0.8,0.95,0.0,0.73,0.82,0.86,0.75
redshell.csv,0.48,0.7,0.38,0.4,0.47,0.37,0.37,0.77
rtb-team.csv,0.47,0.36,0.56,0.69,0.52,0.58,0.4,0.41
