,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.92,0.29,1.0,0.0,0.39,0.6,0.43,0.29
apolloplayer.csv,0.45,0.88,0.0,0.0,0.39,0.13,0.14,0.38
k3d.csv,0.24,0.08,0.0,0.53,0.13,0.9,0.0,0.31
keyczar.csv,0.82,0.58,1.0,0.8,0.58,0.7,0.57,0.98
kowari.csv,0.24,0.17,0.0,0.0,0.26,0.1,1.0,0.08
redshell.csv,0.84,0.58,1.0,0.93,1.0,0.97,0.86,0.38
rtb-team.csv,0.45,0.58,1.0,0.87,0.35,0.43,0.71,0.42
