,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.67,0.27,0.55,0.38,0.27,0.91,0.97,0.26,0.05,0.29,0.26,0.91
gamestone.csv,0.75,1.0,0.65,0.21,0.2,0.88,0.47,0.13,0.02,0.32,0.28,0.89
gbif-providertoolkit.csv,0.57,0.0,0.0,0.5,1.0,0.88,0.22,0.33,0.06,1.0,0.0,1.0
heekscad.csv,1.0,0.15,0.6,0.35,0.19,0.84,0.32,0.21,0.07,0.4,0.25,0.94
igarden.csv,0.85,0.2,0.69,1.0,0.33,0.8,0.17,0.43,0.05,0.45,0.19,0.75
levent.csv,0.82,0.4,0.67,0.45,0.24,1.0,0.4,0.24,0.08,0.45,0.24,0.86
lportal.csv,0.52,0.09,0.42,0.23,0.09,0.62,0.28,0.17,0.99,0.4,0.18,0.72
openmsx.csv,0.71,0.11,0.45,0.35,0.16,0.64,0.31,0.11,0.05,1.0,0.21,0.77
owlapi.csv,1.0,0.0,0.86,0.56,0.33,0.88,0.0,0.96,0.08,0.67,0.36,0.0
pnotepad.csv,0.64,0.15,0.49,0.31,0.17,0.73,0.41,0.16,0.05,0.42,0.23,0.98
quark.csv,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.03,0.0,1.0,0.0
xcsoar.csv,0.83,0.22,0.98,0.42,0.3,0.85,0.41,0.28,0.07,0.38,0.2,1.0
