,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.81,0.05,0.86,0.86,0.56,0.74
extprosys.csv,0.0,0.74,0.8,0.76,0.73,0.83
fluidium.csv,0.19,0.28,0.29,0.0,0.17,0.2
haphazard.csv,0.04,0.38,0.04,0.28,0.0,0.26
qcad2.csv,0.1,0.59,0.0,0.31,0.52,0.31
silvertree.csv,0.52,0.13,0.44,0.28,0.23,0.0
