,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.81,0.05,0.86,0.86,0.68,0.77
extprosys.csv,0.06,0.8,0.82,0.83,0.77,0.9
fluidium.csv,0.72,0.75,0.73,0.0,0.79,0.67
haphazard.csv,0.98,0.91,0.86,0.68,0.08,0.92
qcad2.csv,0.99,0.71,0.04,0.57,0.75,0.71
silvertree.csv,0.73,0.58,0.59,0.72,0.8,0.0
