,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.0,0.56,0.0,0.09,0.39,0.93
lazarus-ccr.csv,0.86,0.55,0.7,0.52,0.32,0.32
lcfizvtop.csv,0.45,0.65,0.41,0.61,0.81,0.51
migen.csv,0.46,0.67,0.07,0.23,0.59,0.31
mvnforum.csv,0.05,0.28,0.58,0.53,0.11,0.33
plplot.csv,0.27,0.61,0.31,0.72,0.39,0.6
