,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.63,0.95,0.5,0.91,0.9,0.67,0.71,0.75,0.81,0.83,0.87,0.69,0.56,0.75,0.73,0.86,0.75,0.85,0.96,0.94
amygdala.csv,0.47,0.61,0.45,0.97,0.48,0.48,0.44,0.44,0.67,0.63,0.55,0.51,0.83,0.48,0.42,0.39,0.35,0.48,0.56,0.89
awemud.csv,0.42,0.41,0.44,0.96,0.46,0.42,0.46,0.41,0.51,0.37,0.44,0.59,0.5,0.37,0.32,0.48,0.48,0.55,0.51,0.46
bullet.csv,0.44,0.39,0.38,0.96,0.41,0.4,0.45,0.37,0.55,0.64,0.37,0.37,0.45,0.31,0.32,0.34,0.42,0.37,0.44,0.44
customwars.csv,0.83,0.0,0.8,0.93,0.0,0.67,0.83,0.56,0.99,0.0,0.94,0.86,0.61,0.65,0.61,0.88,0.88,0.67,0.97,0.88
dvd-create.csv,0.38,0.4,0.4,0.63,0.4,0.42,0.46,0.34,0.5,0.46,0.35,0.41,0.46,0.35,0.3,0.48,0.36,0.45,0.49,0.45
gbif-indexingtoolkit.csv,0.91,0.77,0.94,0.9,0.96,0.92,0.94,0.91,1.0,0.0,0.89,0.92,0.98,0.83,0.8,0.9,0.75,0.8,0.95,0.77
go.csv,0.38,0.44,0.44,0.83,0.38,0.43,0.48,0.41,0.52,0.86,0.35,0.44,0.48,0.39,0.34,0.36,0.39,0.48,0.54,0.48
growl-for-windows.csv,0.56,0.53,0.69,0.59,0.95,0.53,0.48,0.58,0.52,0.0,0.39,0.52,0.5,0.7,0.46,0.72,0.56,0.56,0.63,0.7
gss.csv,0.38,0.38,0.4,0.55,0.37,0.38,0.48,0.34,0.48,0.38,0.33,0.43,0.42,0.36,0.28,0.43,0.38,0.37,0.45,0.44
kwave.csv,0.92,0.77,0.93,0.66,0.88,0.94,0.96,0.8,0.76,0.75,0.83,0.92,0.98,0.88,0.88,0.67,0.67,0.8,0.98,0.69
libarchive.csv,0.41,0.53,0.5,0.5,0.42,0.43,0.49,0.41,0.46,0.88,0.39,0.56,0.51,0.4,0.33,0.45,0.41,0.56,0.53,0.53
linux-ntfs.csv,0.59,0.64,0.65,0.86,0.65,0.65,0.68,0.67,0.84,0.8,0.6,0.67,0.52,0.63,0.46,0.56,0.56,0.53,0.76,0.65
lsb.csv,0.37,0.46,0.52,0.58,0.43,0.41,0.59,0.42,0.53,0.57,0.35,0.53,0.48,0.4,0.31,0.45,0.57,0.41,0.58,0.54
mpgravity.csv,0.5,0.53,0.65,0.65,0.57,0.58,0.62,0.49,0.47,0.75,0.48,0.7,0.48,0.45,0.44,0.62,0.42,0.8,0.64,0.55
nativeclient.csv,0.44,0.56,0.5,0.73,0.63,0.51,0.42,0.41,0.7,0.39,0.44,0.47,0.53,0.41,0.33,0.5,0.38,0.66,0.58,0.6
qcad2.csv,0.57,0.42,0.93,0.75,0.44,0.9,0.6,0.41,0.7,0.47,0.61,0.81,0.63,0.52,0.64,0.79,0.41,0.93,0.94,0.5
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.74,0.6,0.83,0.83,0.5,0.57,0.64,0.54,0.57,0.62,0.5,0.56,0.64,0.45,0.5,0.73,0.72,0.85,0.81,0.7
xinity.csv,0.56,0.0,0.71,0.0,0.0,0.55,0.61,0.41,0.94,0.0,0.49,0.77,0.56,0.57,0.41,0.54,0.67,0.89,0.0,0.0
