,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.86,0.63,0.29,0.55,0.7,0.94,0.5,0.2,0.01,0.33,0.22,0.69,1.0,0.78,0.67,0.57,0.42,0.85,0.71,0.59
amygdala.csv,0.78,0.89,0.16,0.36,1.0,0.77,0.46,0.19,0.0,0.21,0.18,1.0,0.35,0.78,0.55,0.58,0.53,0.64,0.61,0.72
awemud.csv,0.98,0.65,0.16,0.32,0.82,0.74,0.37,0.19,0.01,0.22,0.2,0.53,0.29,0.62,0.62,0.6,0.7,0.76,0.65,0.44
bullet.csv,0.74,0.65,0.19,0.42,0.81,1.0,0.4,0.2,0.0,0.36,0.15,0.56,0.33,0.61,0.58,0.64,0.45,0.63,0.65,0.47
customwars.csv,0.83,1.0,0.4,0.93,1.0,0.67,0.33,0.24,0.01,1.0,1.0,0.43,0.6,0.79,0.64,0.38,0.88,1.0,0.55,1.0
dvd-create.csv,0.71,0.67,0.28,0.27,1.0,0.81,0.35,0.18,0.0,0.25,0.16,0.55,0.27,0.66,0.64,0.76,0.53,0.55,0.65,0.43
gbif-indexingtoolkit.csv,0.73,0.42,0.18,0.22,0.71,1.0,0.18,1.0,0.01,0.0,0.07,0.23,0.17,0.5,0.6,0.7,0.75,0.75,0.5,0.4
go.csv,0.75,0.96,0.23,0.12,0.81,0.9,0.4,0.19,0.0,0.14,0.19,0.56,0.37,0.73,0.59,0.59,0.52,0.81,0.63,0.53
growl-for-windows.csv,0.84,0.82,0.21,0.21,0.73,0.76,0.54,0.26,0.01,1.0,0.2,0.59,0.41,0.67,0.57,0.61,0.56,1.0,0.8,0.56
gss.csv,0.73,0.65,0.23,0.25,0.82,0.75,0.33,0.17,0.0,0.23,0.18,0.5,0.31,0.63,0.61,1.0,0.49,0.57,0.62,0.42
kwave.csv,0.75,0.58,1.0,0.23,0.75,0.67,0.39,0.2,0.0,0.0,0.0,0.5,0.06,0.75,0.62,0.67,0.67,0.8,0.52,0.39
libarchive.csv,0.92,0.79,0.18,0.72,0.88,0.84,0.51,0.19,0.01,0.38,0.19,0.67,0.52,0.75,0.59,0.55,0.64,0.74,0.75,1.0
linux-ntfs.csv,0.78,0.62,0.32,0.19,0.87,0.69,0.35,0.33,0.01,0.2,0.34,0.53,0.58,0.8,0.64,0.72,1.0,0.65,0.59,0.49
lsb.csv,0.79,0.76,0.29,0.98,0.9,0.79,0.52,0.21,0.01,0.29,0.16,0.5,0.45,0.66,0.57,0.77,0.64,0.56,0.64,0.66
mpgravity.csv,0.83,0.72,0.16,0.29,0.89,0.72,0.56,0.22,0.0,1.0,0.18,0.48,0.45,0.66,0.68,0.81,0.62,0.85,0.66,0.5
nativeclient.csv,0.72,0.69,0.26,0.15,0.82,0.73,0.45,0.13,0.0,0.35,0.16,0.58,0.31,0.69,0.65,0.75,0.45,0.76,1.0,0.47
qcad2.csv,0.9,0.62,0.21,0.22,0.79,0.67,0.98,0.19,0.01,0.24,0.23,0.48,0.34,0.7,0.59,0.64,0.63,0.93,0.49,0.42
qtwin.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.71,0.81,0.17,0.1,0.86,0.76,0.31,0.21,0.0,0.29,0.24,0.56,0.35,1.0,0.67,0.67,0.5,0.9,0.66,0.47
xinity.csv,0.74,0.0,0.29,0.0,0.0,0.76,0.37,0.24,0.0,0.0,0.15,0.69,0.39,0.66,1.0,0.58,0.83,0.56,0.0,0.0
