,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.7,231
acdk.csv,0.44,0.52,0.24,598
acegisecurity.csv,0.64,0.44,0.48,415
adobe-source.csv,0.48,0.47,0.36,476
adonthell.csv,0.52,0.39,0.47,228
aime.csv,0.3,0.34,0.29,205
alembik.csv,0.27,0.56,0.13,612
algebsql.csv,0.39,0.34,0.5,57
all-plasm.csv,0.33,0.43,0.29,368
alleg.csv,0.5,0.4,0.42,298
alpine.csv,0.73,0.41,0.6,272
alsa.csv,0.67,0.45,0.5,429
amateur-scrolls.csv,0.2,0.33,0.15,293
ambulant.csv,0.64,0.39,0.62,151
amygdala.csv,0.4,0.4,0.37,269
anaxagora.csv,0.62,0.42,0.48,357
apertium.csv,0.34,0.39,0.29,314
apolloplayer.csv,0.58,0.42,0.43,396
applet2app.csv,0.58,0.5,0.35,581
arcallians.csv,0.66,0.44,0.51,390
archive-crawler.csv,0.43,0.42,0.36,342
ardour.csv,0.5,0.51,0.3,589
arianne.csv,0.95,0.38,0.93,48
arm-webradio.csv,0.4,0.41,0.37,285
array4j.csv,0.59,0.36,0.62,88
arsenal-1.csv,0.25,0.48,0.17,524
atlc.csv,0.69,0.39,0.68,129
atomsite.csv,0.71,0.41,0.65,188
auber.csv,0.8,0.41,0.72,178
aubit4gl.csv,0.14,0.4,0.13,369
aufs.csv,0.27,0.33,0.26,204
autat.csv,0.29,0.5,0.17,566
autofac.csv,0.58,0.45,0.44,429
autoopencas.csv,0.3,0.27,0.45,12
autowikibrowser.csv,0.67,0.46,0.48,471
avisynth2.csv,0.03,0.33,0.02,312
aztec.csv,0.36,0.5,0.21,574
azureus.csv,0.85,0.4,0.81,116
bacnet.csv,0.45,0.46,0.32,483
bacula.csv,0.72,0.43,0.59,305
badtrinity-zero.csv,0.44,0.44,0.33,436
badtrinitycore.csv,0.34,0.44,0.26,441
barracudamvc.csv,0.93,0.36,0.97,10
bdbbasic.csv,0.46,0.41,0.35,379
beast-mcmc.csv,0.73,0.46,0.57,401
benojt.csv,1.0,0.38,1.0,21
betoffice.csv,0.71,0.33,0.84,0
bibedt.csv,0.55,0.45,0.39,468
bibletime.csv,0.7,0.43,0.53,382
bigdata.csv,0.44,0.42,0.37,333
biodwh.csv,0.31,0.52,0.16,595
bionote.csv,0.35,0.51,0.19,593
biopax.csv,1.0,0.38,0.99,28
bl-toolkit.csv,0.7,0.38,0.71,92
blogentis.csv,0.52,0.37,0.65,36
bloodycore.csv,0.21,0.4,0.18,367
blue-c.csv,0.77,0.42,0.64,267
bnetd.csv,0.76,0.39,0.69,159
bochs.csv,0.71,0.39,0.62,199
boost-sandbox.csv,0.56,0.37,0.55,144
boost.csv,0.61,0.46,0.43,480
botsnscouts.csv,0.63,0.47,0.43,507
brlcad.csv,0.28,0.47,0.18,522
bscwweasel.csv,0.27,0.47,0.18,519
buddata-ebxml-registry.csv,0.97,0.38,0.94,52
bullet.csv,0.61,0.39,0.57,179
bulmages.csv,0.18,0.33,0.13,299
bwapi.csv,0.95,0.37,0.96,20
bzbyte.csv,0.25,0.11,0.2,33
calcubetimer.csv,0.73,0.4,0.65,192
capcode.csv,0.57,0.39,0.58,142
carabiner.csv,0.68,0.44,0.52,392
cascading.csv,0.68,0.43,0.52,371
chaosrts.csv,0.53,0.42,0.43,333
chaperon.csv,0.41,0.36,0.44,143
checker-framework.csv,0.86,0.39,0.81,106
chipster.csv,0.15,0.39,0.12,385
chrysalis.csv,0.47,0.5,0.29,565
cities3d.csv,0.27,0.38,0.21,346
clamav.csv,0.74,0.41,0.6,283
cleartk.csv,0.74,0.41,0.65,219
cme.csv,0.0,0.0,0.0,3
co-ode-owl-plugins.csv,0.5,0.41,0.45,264
codeblocks.csv,0.63,0.46,0.42,505
codepurge.csv,0.52,0.45,0.4,429
codesmith.csv,0.64,0.38,0.65,111
columba.csv,0.64,0.45,0.45,468
continuum-ide.csv,0.17,0.4,0.16,355
coot.csv,0.5,0.35,0.48,156
cornerstone.csv,0.26,0.53,0.13,599
cortex-vfx.csv,0.39,0.52,0.23,591
critterding.csv,0.88,0.38,0.85,70
crux-framework.csv,0.27,0.42,0.23,387
ctrlr.csv,0.24,0.29,0.34,67
cubefs.csv,0.53,0.4,0.5,218
