,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.71,0.01,0.4,0.12,0.61,0.44,0.56,0.24,0.1,0.56,0.71,0.7,0.51,0.39,0.63,0.33,0.72,0.43,0.41
boost.csv,0.93,0.57,0.6,0.62,0.64,0.56,0.66,0.0,0.59,0.91,0.46,0.54,0.52,0.64,0.37,0.83,0.83,0.65,0.74
codepurge.csv,0.1,0.18,0.07,0.14,0.08,0.08,0.05,0.02,0.03,0.18,0.29,0.14,0.01,0.05,0.1,0.0,0.0,0.04,0.23
elateportal.csv,0.67,0.39,0.28,0.75,0.03,0.4,0.3,0.54,0.52,0.31,0.54,0.54,0.7,0.22,0.66,0.0,0.72,0.22,0.74
etics.csv,0.02,0.18,0.32,0.6,0.29,0.27,0.09,0.3,0.0,0.07,0.71,0.1,0.17,0.21,0.21,0.17,0.0,0.26,0.2
factor.csv,0.05,0.04,0.0,0.02,0.0,0.0,0.01,0.02,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.01
gusanos.csv,0.36,0.5,0.4,0.51,0.57,0.42,0.47,0.78,0.0,0.51,0.75,0.65,0.61,0.34,0.59,0.33,0.11,0.48,0.52
kvs.csv,0.43,0.27,0.11,0.25,0.0,0.1,0.21,0.22,0.72,0.31,0.17,0.22,0.11,0.19,0.1,0.17,0.17,0.17,0.3
lcfizvtop.csv,0.69,0.16,0.21,0.35,0.3,0.0,0.24,0.59,0.21,0.16,0.17,0.38,0.07,0.23,0.1,0.5,0.39,0.39,0.09
mcore3d.csv,0.21,0.54,0.02,0.52,0.43,0.48,0.51,0.62,0.38,0.42,0.54,0.64,0.62,0.46,0.41,0.67,0.5,0.61,0.65
modellus.csv,0.05,0.22,0.25,0.32,0.2,0.21,0.0,0.17,0.28,0.27,0.08,0.3,0.38,0.13,0.24,0.17,0.33,0.17,0.3
modplug.csv,0.98,0.68,0.68,0.58,0.74,0.4,0.76,0.56,0.69,0.78,0.0,0.65,0.55,0.42,0.58,0.5,0.72,0.43,0.61
passwordsafe.csv,0.76,0.32,0.54,0.67,0.37,0.35,0.44,0.47,0.86,0.6,0.21,0.49,0.42,0.0,0.46,0.0,0.11,0.17,0.4
pixel-commandos.csv,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projecteqemu.csv,0.14,0.15,0.12,0.29,0.04,0.04,0.05,0.11,0.07,0.0,0.08,0.17,0.09,0.14,0.02,0.0,0.0,0.09,0.09
pydev.csv,0.12,0.33,0.19,0.29,0.53,0.21,0.19,0.09,0.17,0.64,0.08,0.0,0.06,0.24,0.21,0.17,0.06,0.22,0.15
sandiaportals.csv,0.4,0.43,0.56,0.54,0.32,0.56,0.64,0.81,0.38,0.53,0.5,0.68,0.74,0.41,0.66,0.5,0.0,0.39,0.64
uwom.csv,0.69,0.21,0.46,0.22,0.37,0.25,0.69,0.17,0.1,0.44,0.29,0.29,0.06,0.59,0.31,0.17,0.89,0.52,0.0
xbplayer.csv,0.02,0.12,0.09,0.0,0.14,0.12,0.08,0.24,0.03,0.18,0.12,0.16,0.13,0.08,0.16,0.17,0.11,0.09,0.24
