,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.41,0.44,0.43,0.46,0.52,0.52,0.8,0.4,0.59,0.55,0.5,0.38,0.4,0.76,0.53
bl-toolkit.csv,0.52,0.77,0.45,0.42,0.72,0.49,0.41,0.64,0.44,0.52,0.45,0.41,0.7,0.34,0.41
bochs.csv,0.45,0.47,0.4,0.43,0.67,0.43,0.93,0.41,0.56,0.53,0.42,0.41,0.39,0.38,0.53
emeraldemu.csv,0.59,0.53,0.49,0.53,0.71,0.92,0.8,0.51,0.62,0.62,0.49,0.63,0.44,0.42,0.86
fbmanager.csv,0.43,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.48,0.0,0.0,0.9,0.63
modellus.csv,0.86,0.76,0.57,0.46,0.88,0.58,0.52,0.55,0.5,0.58,0.65,0.42,0.41,0.34,0.62
openmalaria.csv,0.34,0.41,0.36,0.34,0.39,0.39,0.38,0.33,0.44,0.35,0.4,0.34,0.35,0.3,0.48
pi-qmc.csv,0.46,0.48,0.44,0.51,0.52,0.41,0.38,0.35,0.52,0.42,0.59,0.37,0.38,0.33,0.5
plplot.csv,0.67,0.98,0.94,0.59,0.94,0.64,0.46,0.92,0.6,0.57,0.93,0.45,0.97,0.48,0.74
powerfolder.csv,0.41,0.55,0.43,0.46,0.72,0.92,0.7,0.35,0.53,0.71,0.52,0.52,0.39,0.94,0.52
psycle.csv,0.42,0.48,0.42,0.38,0.57,0.45,0.4,0.37,0.42,0.4,0.44,0.37,0.36,0.33,0.49
qgis.csv,0.54,0.58,0.52,0.57,0.66,0.82,0.0,0.45,0.76,0.6,0.51,0.69,0.42,0.48,0.69
sbml.csv,0.36,0.42,0.38,0.34,0.65,0.43,0.38,0.35,0.39,0.55,0.39,0.37,0.36,0.35,0.54
unimrcp.csv,0.52,0.47,0.58,0.56,0.63,0.74,0.45,0.44,0.52,0.5,0.5,0.47,0.4,0.42,0.58
wow-qrsk.csv,0.5,0.93,0.53,0.58,0.69,0.41,0.86,0.9,0.6,0.71,0.93,0.49,0.91,0.7,0.0
