,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.19,0.13,0.3,0.29,0.12,0.32,0.07,0.31,0.17,0.19,0.1,0.45,0.37,0.14,0.07
bl-toolkit.csv,0.84,0.66,0.94,0.89,0.5,0.23,1.0,0.84,0.98,1.0,0.92,0.78,0.54,0.86,1.0
bochs.csv,0.58,0.86,0.99,0.66,0.34,0.91,0.08,0.5,0.54,0.91,0.78,0.51,0.58,0.84,0.32
emeraldemu.csv,0.13,0.09,0.27,0.2,0.5,0.14,0.03,0.12,0.26,0.09,0.37,0.3,0.23,0.8,0.05
fbmanager.csv,0.23,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.53,0.0,0.0,0.07,0.3
modellus.csv,0.06,0.14,0.23,0.44,0.12,0.18,0.23,0.16,0.32,0.25,0.18,0.2,0.38,0.68,0.21
openmalaria.csv,0.48,0.33,0.56,0.82,0.29,0.64,0.42,0.47,0.36,0.42,0.22,0.72,0.72,0.82,0.2
pi-qmc.csv,0.77,0.25,0.6,0.58,0.24,0.68,0.88,0.53,0.42,0.33,0.37,0.4,0.56,0.72,0.18
plplot.csv,0.06,0.12,0.08,0.38,0.07,0.14,0.77,0.06,0.39,0.16,0.18,0.17,0.21,0.49,0.29
powerfolder.csv,0.39,0.1,0.34,0.36,0.11,0.14,0.15,0.38,0.26,0.18,0.18,0.73,0.42,0.09,0.12
psycle.csv,0.55,0.33,0.65,0.6,0.48,0.5,0.64,0.72,0.7,0.46,0.65,0.45,0.82,0.84,0.39
qgis.csv,0.23,0.36,0.25,0.29,0.45,0.5,0.0,0.34,0.17,0.46,0.47,0.31,0.58,0.67,0.12
sbml.csv,0.35,0.43,0.64,0.76,0.73,0.45,0.82,0.25,0.74,0.19,0.43,0.64,0.38,0.78,0.23
unimrcp.csv,0.16,0.28,0.25,0.23,0.15,0.27,0.3,0.19,0.46,0.12,0.25,0.41,0.52,0.79,0.2
wow-qrsk.csv,0.03,0.04,0.43,0.26,0.17,0.45,0.07,0.06,0.26,0.07,0.14,0.17,0.04,0.19,0.0
