,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.78,0.86,0.65,0.52,0.67,0.67,0.67,0.79,0.42,0.45,0.82,0.6,0.7,0.19,0.79
bl-toolkit.csv,0.48,0.56,0.45,0.25,0.29,0.88,0.27,0.51,0.15,0.26,0.43,0.5,0.48,0.05,0.28
bochs.csv,0.53,0.68,0.49,0.38,0.61,0.7,0.57,0.79,0.28,0.28,0.48,0.6,0.62,0.04,0.47
emeraldemu.csv,0.76,0.89,0.67,0.61,0.53,0.75,0.6,0.91,0.41,0.62,0.61,0.62,0.76,0.03,0.57
fbmanager.csv,0.77,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.52,0.0,0.0,0.1,0.37
modellus.csv,0.71,0.82,0.68,0.38,0.71,0.88,0.48,0.87,0.35,0.42,0.65,0.8,0.71,0.06,0.54
openmalaria.csv,0.63,0.8,0.58,0.34,0.53,0.74,0.42,0.81,0.34,0.35,0.74,0.56,0.6,0.05,0.59
pi-qmc.csv,0.52,0.76,0.52,0.25,0.5,0.69,0.29,0.8,0.23,0.39,0.51,0.65,0.63,0.04,0.64
plplot.csv,0.33,0.76,0.56,0.32,0.44,0.88,0.3,0.83,0.18,0.57,0.4,0.77,0.55,0.03,0.3
powerfolder.csv,0.62,0.86,0.6,0.46,0.59,0.77,0.45,0.83,0.37,0.29,0.73,0.47,0.66,0.31,0.7
psycle.csv,0.6,0.8,0.52,0.39,0.52,0.78,0.35,0.76,0.24,0.38,0.54,0.65,0.59,0.05,0.44
qgis.csv,0.71,0.76,0.7,0.51,0.57,0.61,0.0,0.83,0.47,0.35,0.53,0.56,0.63,0.04,0.56
sbml.csv,0.67,0.75,0.51,0.35,0.45,0.79,0.31,0.89,0.22,0.5,0.61,0.54,0.7,0.03,0.54
unimrcp.csv,0.76,0.8,0.6,0.51,0.65,0.68,0.45,0.88,0.26,0.56,0.66,0.64,0.64,0.02,0.54
wow-qrsk.csv,0.5,0.91,0.56,0.52,0.7,0.78,0.64,0.8,0.44,0.71,0.5,0.73,0.73,0.15,0.0
