,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.69,0.12,0.69,0.57,0.31,0.29,0.39,0.93,0.98,0.18,0.48,0.76,0.44,0.47,0.12,0.62,0.81,0.62,0.69
autat.csv,0.63,0.25,0.8,0.59,0.5,0.28,1.0,0.96,0.75,0.5,0.23,0.81,1.0,1.0,0.12,0.86,0.72,0.71,0.86
brlcad.csv,0.63,0.37,0.89,0.75,0.5,0.3,1.0,0.86,0.88,0.23,0.0,0.87,0.67,0.75,0.17,0.8,0.52,0.59,0.6
delphilhlplib.csv,0.63,0.44,0.88,0.79,0.33,0.28,0.73,0.93,0.94,0.26,0.81,0.79,1.0,0.59,0.17,0.83,0.66,0.58,0.71
exordium.csv,0.63,0.4,0.81,0.85,0.54,0.27,0.53,0.9,0.88,0.27,0.49,0.82,0.92,0.59,0.16,0.83,0.62,0.57,0.71
fltk.csv,0.71,0.36,0.77,0.77,0.35,0.26,0.59,0.96,0.91,0.19,0.44,0.8,0.56,0.65,0.21,0.83,0.82,0.62,0.78
google-web-toolkit.csv,0.7,0.17,0.7,0.63,0.41,0.33,0.62,0.97,0.95,0.19,0.57,0.83,0.93,0.51,0.06,0.68,0.79,0.73,0.86
gzigzag.csv,0.74,0.32,0.88,0.69,0.58,0.36,0.58,0.87,0.93,0.3,0.62,0.83,1.0,0.56,0.08,0.8,0.66,0.64,0.78
irrlicht.csv,0.62,0.0,0.75,0.57,0.25,0.24,0.38,0.85,0.0,0.19,0.48,0.82,0.43,0.35,0.08,0.55,0.55,0.6,0.68
mimosa.csv,0.63,0.29,0.78,0.74,0.25,0.25,0.32,0.85,0.98,0.2,0.8,0.8,0.44,0.35,0.09,0.55,0.55,0.55,0.63
mptvseries.csv,0.76,0.23,0.0,0.77,0.5,0.6,0.64,0.94,0.83,0.1,0.63,0.8,0.65,0.92,0.27,0.89,0.83,0.55,0.76
ogre.csv,0.5,0.24,0.72,0.61,0.16,0.25,0.24,0.78,1.0,0.15,0.71,0.73,0.37,0.34,0.09,0.46,0.55,0.57,0.67
openfrag.csv,0.64,0.27,0.8,0.67,0.4,0.25,0.65,0.89,0.91,0.18,0.55,0.83,0.94,0.57,0.13,0.8,0.75,0.62,0.72
qdvdauthor.csv,0.93,0.24,0.68,0.54,0.26,0.25,0.48,0.9,0.97,0.12,0.53,0.76,0.43,0.35,0.06,0.56,0.67,0.58,0.74
qse.csv,0.68,0.44,0.69,0.68,0.45,0.28,0.68,0.92,0.93,0.35,0.39,0.83,0.79,0.47,0.14,0.76,0.67,0.59,0.77
sauerbraten.csv,0.83,0.25,0.75,0.57,0.27,0.28,0.4,0.85,0.98,0.15,0.55,0.77,0.43,0.35,0.07,0.56,0.63,0.6,0.68
toped.csv,0.66,0.21,0.74,0.59,0.3,0.24,0.46,1.0,0.96,0.21,0.48,0.77,0.45,0.35,0.09,0.6,0.7,0.61,0.71
truevision.csv,0.69,0.0,0.69,0.7,0.31,0.4,0.43,0.87,0.97,0.27,0.56,0.82,0.0,0.63,0.13,0.63,0.67,0.64,0.75
zoolib.csv,0.73,0.6,0.75,0.8,0.4,0.27,0.83,0.89,1.0,0.27,0.79,0.84,0.83,0.55,0.22,0.89,0.66,0.63,0.64
