,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.64,0.36,0.45,0.13,0.67,0.68,0.59,0.8,0.44,0.56,0.0,0.41,0.58,0.69,0.16,0.62,0.78,0.63,0.62
autat.csv,0.56,0.13,0.25,0.57,0.37,0.45,0.57,0.53,0.07,0.69,0.27,0.47,0.56,0.25,0.16,0.31,0.52,0.44,0.52
brlcad.csv,0.17,0.71,0.45,0.06,0.13,0.32,0.37,0.29,0.1,0.53,0.0,0.39,0.38,0.13,0.68,0.24,0.36,0.29,0.1
delphilhlplib.csv,0.3,0.66,0.81,0.46,0.75,0.58,0.62,0.58,0.16,0.65,0.62,0.53,0.45,0.57,0.72,0.5,0.59,0.53,0.51
exordium.csv,0.66,0.34,0.52,0.43,0.79,0.65,0.25,0.6,0.05,0.43,0.42,0.3,0.07,0.28,0.52,0.34,0.29,0.42,0.15
fltk.csv,0.69,0.29,0.5,0.66,0.6,0.57,0.55,0.62,0.2,0.24,0.43,0.55,0.69,0.5,0.3,0.59,0.63,0.59,0.61
google-web-toolkit.csv,0.64,0.26,0.48,0.68,0.56,0.59,0.65,0.58,0.11,0.64,0.21,0.49,0.54,0.44,0.16,0.5,0.62,0.69,0.64
gzigzag.csv,0.66,0.06,0.37,0.19,0.3,0.51,0.25,0.35,0.06,0.47,0.34,0.24,0.13,0.3,0.16,0.1,0.25,0.3,0.24
irrlicht.csv,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.13,0.0,0.0,0.05,0.0
mimosa.csv,0.37,0.59,0.5,0.5,0.49,0.4,0.47,0.49,0.0,0.24,0.81,0.56,0.58,0.37,0.35,0.41,0.33,0.49,0.35
mptvseries.csv,0.71,0.61,0.05,0.5,0.51,0.36,0.75,0.52,0.1,0.22,0.54,0.31,0.61,0.42,0.27,0.25,0.48,0.22,0.5
ogre.csv,0.1,0.39,0.51,0.56,0.36,0.44,0.34,0.0,0.95,0.45,0.68,0.45,0.44,0.13,0.45,0.37,0.52,0.54,0.54
openfrag.csv,0.51,0.56,0.49,0.67,0.74,0.6,0.7,0.79,0.0,0.32,0.57,0.66,0.65,0.59,0.33,0.74,0.7,0.65,0.56
qdvdauthor.csv,0.36,0.34,0.19,0.43,0.56,0.44,0.72,0.59,0.0,0.36,0.59,0.54,0.0,0.58,0.12,0.59,0.71,0.4,0.72
qse.csv,0.62,0.17,0.52,0.59,0.69,0.58,0.61,0.69,0.17,0.48,0.36,0.57,0.76,0.59,0.66,0.42,0.48,0.51,0.45
sauerbraten.csv,0.74,0.37,0.47,0.09,0.33,0.63,0.41,0.38,0.0,0.32,0.68,0.09,0.0,0.3,0.51,0.0,0.71,0.56,0.38
toped.csv,0.57,0.36,0.36,0.52,0.51,0.34,0.61,0.83,0.0,0.57,0.0,0.51,0.52,0.35,0.55,0.61,0.71,0.57,0.67
truevision.csv,0.69,0.36,0.53,0.68,0.67,0.54,0.72,0.72,0.25,0.62,0.0,0.64,0.83,0.69,0.63,0.68,0.63,0.6,0.62
zoolib.csv,0.73,0.19,0.58,0.49,0.66,0.57,0.58,0.62,0.19,0.57,0.39,0.47,0.17,0.46,0.69,0.3,0.56,0.45,0.41
