,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.92,0.34,0.47,1.0,0.79,0.79,0.74,0.84,0.43,0.75,1.0,0.78,0.94,0.71,0.13,0.65,0.78,0.75,0.8
autat.csv,0.95,0.11,0.21,0.57,0.32,0.41,0.53,0.49,0.06,0.69,0.24,0.44,0.51,0.21,0.13,0.27,0.48,0.4,0.48
brlcad.csv,0.95,0.76,0.4,0.05,0.11,0.28,0.32,0.25,0.08,0.5,0.0,0.35,0.34,0.11,0.68,0.2,0.33,0.25,0.08
delphilhlplib.csv,0.95,0.64,0.85,0.41,0.95,0.59,0.58,0.55,0.14,0.69,0.58,0.51,0.4,0.53,0.71,0.45,0.58,0.55,0.5
exordium.csv,0.72,0.29,0.53,0.38,0.79,0.66,0.21,0.61,0.04,0.38,0.37,0.26,0.06,0.24,0.48,0.29,0.25,0.39,0.12
fltk.csv,0.87,0.25,0.47,0.65,0.58,0.69,0.53,0.59,0.17,0.94,0.87,0.55,0.8,0.45,0.26,0.56,0.6,0.65,0.62
google-web-toolkit.csv,0.92,0.22,0.68,0.79,0.53,0.59,0.63,0.53,0.09,0.81,0.92,0.46,0.49,0.39,0.13,0.45,0.58,0.72,0.62
gzigzag.csv,0.64,0.05,0.32,0.16,0.26,0.48,0.21,0.31,0.05,0.44,0.29,0.2,0.11,0.26,0.13,0.08,0.21,0.26,0.2
irrlicht.csv,1.0,0.0,1.0,0.99,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.72,1.0,1.0,0.97,1.0,1.0,0.04,1.0
mimosa.csv,0.79,0.96,0.98,0.46,0.74,0.97,0.63,0.51,0.92,1.0,0.82,0.58,0.69,0.87,0.97,0.64,0.96,0.73,0.75
mptvseries.csv,0.74,0.64,0.04,0.45,0.47,0.31,0.74,0.47,0.08,0.19,0.55,0.27,0.57,0.37,0.23,0.21,0.43,0.19,0.45
ogre.csv,0.08,0.36,0.64,0.58,0.47,0.86,0.42,0.61,0.94,0.5,0.66,0.62,0.43,0.95,0.9,0.58,0.78,0.62,0.65
openfrag.csv,1.0,0.63,0.91,0.8,0.84,0.69,0.68,0.88,0.13,0.88,1.0,0.73,0.6,0.55,0.29,0.73,0.7,0.82,0.57
qdvdauthor.csv,0.31,0.85,0.17,0.74,0.58,0.41,0.84,0.65,0.39,0.38,0.63,0.63,1.0,0.55,0.1,0.73,0.72,0.36,0.75
qse.csv,0.74,0.14,0.55,0.88,0.74,0.79,0.58,0.94,0.14,0.44,0.74,0.65,0.74,0.58,0.71,0.38,0.46,0.66,0.42
sauerbraten.csv,0.74,0.88,0.57,0.99,1.0,0.86,0.89,0.98,0.95,0.5,0.87,0.95,1.0,0.97,0.77,0.97,0.93,0.71,1.0
toped.csv,1.0,0.34,0.83,0.8,0.95,0.83,0.79,0.8,0.59,0.81,0.92,0.72,0.91,0.32,0.55,0.68,0.76,0.8,0.78
truevision.csv,0.95,0.32,0.68,0.9,0.89,0.59,0.84,0.73,0.22,0.88,1.0,0.78,0.83,0.68,0.61,0.67,0.63,0.8,0.65
zoolib.csv,0.9,0.16,0.66,0.44,0.68,0.62,0.53,0.61,0.16,0.56,0.34,0.43,0.14,0.42,0.68,0.26,0.54,0.42,0.4
