,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.34,0.61,0.53,0.41,0.52,0.4,0.4,0.35,0.59,0.43,0.36,0.49,0.48,0.42,0.97,0.45,0.49,0.42,0.38
autat.csv,0.32,0.99,0.77,0.44,0.62,0.57,0.6,0.41,0.94,0.55,0.52,0.6,0.55,0.92,0.95,0.76,0.52,0.57,0.45
brlcad.csv,0.33,0.61,0.61,0.9,0.75,0.72,0.83,0.62,0.95,0.52,0.0,0.77,0.62,0.86,0.82,0.94,0.63,0.8,0.88
delphilhlplib.csv,0.32,0.66,0.39,0.69,0.49,0.47,0.53,0.43,0.91,0.44,0.67,0.59,0.79,0.57,0.87,0.67,0.54,0.51,0.43
exordium.csv,0.35,0.9,0.49,0.64,0.62,0.44,0.89,0.43,0.9,0.63,0.65,0.65,0.5,0.92,0.74,0.73,0.79,0.51,0.86
fltk.csv,0.33,0.76,0.58,0.53,0.52,0.46,0.52,0.38,0.85,0.37,0.42,0.6,0.48,0.62,0.97,0.56,0.55,0.53,0.39
google-web-toolkit.csv,0.34,0.6,0.46,0.4,0.54,0.48,0.53,0.39,0.96,0.4,0.37,0.54,0.55,0.57,0.98,0.53,0.51,0.47,0.37
gzigzag.csv,0.42,0.98,0.68,0.96,0.83,0.56,0.62,0.56,0.93,0.48,0.93,0.67,0.75,0.92,0.96,0.8,0.83,0.76,0.78
irrlicht.csv,0.33,0.0,0.38,0.42,0.41,0.39,0.34,0.32,0.0,0.35,0.36,0.53,0.43,0.38,0.49,0.43,0.39,0.94,0.37
mimosa.csv,0.37,0.46,0.39,0.66,0.47,0.39,0.42,0.42,0.45,0.35,0.55,0.55,0.43,0.43,0.49,0.5,0.41,0.43,0.45
mptvseries.csv,0.37,0.4,0.5,0.56,0.52,0.81,0.48,0.44,0.95,0.76,0.43,0.58,0.44,0.77,0.96,0.81,0.51,0.87,0.43
ogre.csv,0.83,0.75,0.51,0.55,0.53,0.43,0.52,0.4,0.45,0.42,0.63,0.48,0.65,0.39,0.47,0.55,0.45,0.48,0.46
openfrag.csv,0.32,0.46,0.41,0.43,0.52,0.47,0.47,0.33,0.94,0.38,0.39,0.5,0.55,0.58,0.93,0.52,0.47,0.47,0.41
qdvdauthor.csv,0.8,0.48,0.95,0.5,0.59,0.7,0.42,0.37,0.63,0.43,0.54,0.6,0.43,0.49,0.8,0.49,0.52,0.7,0.41
qse.csv,0.34,0.99,0.54,0.45,0.56,0.46,0.58,0.33,0.97,0.68,0.42,0.54,0.52,0.39,0.64,0.54,0.51,0.52,0.5
sauerbraten.csv,0.37,0.47,0.56,0.42,0.44,0.48,0.36,0.31,0.43,0.39,0.43,0.45,0.43,0.38,0.54,0.44,0.43,0.5,0.39
toped.csv,0.34,0.71,0.43,0.52,0.48,0.43,0.44,0.39,0.64,0.46,0.38,0.6,0.47,0.87,0.9,0.64,0.57,0.47,0.48
truevision.csv,0.32,0.58,0.47,0.43,0.46,0.46,0.39,0.38,0.73,0.35,0.36,0.46,0.46,0.47,0.78,0.51,0.5,0.41,0.37
zoolib.csv,0.33,0.99,0.57,0.71,0.54,0.47,0.73,0.38,0.86,0.53,0.88,0.69,0.86,0.58,0.94,0.85,0.57,0.68,0.46
