,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.4,0.89,0.32,0.31,0.39,0.13
mcmc-jags.csv,0.49,0.57,0.49,0.81,0.64,0.5
olap-navigator.csv,0.88,0.4,0.75,0.44,0.62,0.58
pidgin.csv,0.64,0.51,0.63,0.52,0.72,0.24
salasaga.csv,0.34,0.65,0.63,0.57,0.7,0.71
sepgsql.csv,0.61,0.47,0.81,0.31,0.66,0.53
