,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.63,0.17,0.59,0.36,0.48,0.97
mcmc-jags.csv,0.44,0.6,0.82,0.14,0.64,0.24
olap-navigator.csv,0.07,0.23,0.49,0.24,0.36,0.4
pidgin.csv,0.26,0.43,0.38,0.1,0.39,0.94
salasaga.csv,0.22,0.6,0.67,0.52,0.41,0.29
sepgsql.csv,0.04,0.4,0.31,0.1,0.25,0.31
