,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,1.0,0.61,0.85,0.87,0.41,0.71,0.0,0.87,0.95,0.51,0.74,0.83,0.65
fido.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fleet-simulator.csv,0.84,0.79,0.78,0.87,0.33,0.92,0.79,0.85,0.9,0.0,0.58,0.56,0.46
fluent-nhibernate.csv,0.89,0.81,0.84,0.95,0.75,1.0,0.87,0.81,1.0,1.12,1.0,0.12,0.85
galaxium.csv,0.53,0.74,0.06,0.5,0.38,0.79,0.82,0.58,0.59,0.67,0.8,0.34,0.75
itext.csv,0.6,0.73,0.38,0.03,0.33,1.02,0.78,0.56,0.5,0.52,0.62,0.46,0.45
mecat.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
mediaportal.csv,0.9,0.91,0.67,0.66,0.47,1.19,0.76,0.1,0.78,1.02,0.8,0.66,0.92
ninject.csv,0.61,0.87,0.62,0.73,0.49,1.0,0.8,0.54,0.68,0.98,0.2,0.47,0.96
smartgwt.csv,0.6,0.8,0.65,0.61,0.04,0.56,0.64,0.64,0.72,0.92,0.84,0.54,0.94
sqlpower-library.csv,0.04,0.57,0.66,0.45,0.73,0.81,0.66,0.62,0.78,0.61,0.32,0.61,0.82
stuproa-cims.csv,0.94,0.0,0.8,0.87,0.99,0.91,0.8,0.87,0.93,0.29,0.9,0.75,0.82
uface.csv,0.96,0.74,0.61,0.82,0.66,0.74,0.67,0.85,1.05,0.22,0.7,0.66,0.02
