,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.72,0.34,0.3,0.56,0.41,0.05,1.0,0.2,0.05,0.92,0.09,0.1,0.73
fido.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.74,0.27,0.33,0.55,0.47,0.04,0.77,0.21,0.05,1.0,0.12,0.14,0.8
fluent-nhibernate.csv,0.83,0.24,0.24,0.33,0.82,0.0,0.8,0.38,0.0,0.6,0.0,1.0,0.94
galaxium.csv,0.88,0.38,0.94,0.73,0.73,0.04,0.7,0.27,0.06,1.0,0.33,0.31,0.65
itext.csv,0.78,0.27,0.53,1.0,0.55,0.0,0.74,0.26,0.09,1.0,0.2,0.18,0.92
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.72,0.25,0.55,0.75,0.4,0.0,0.74,1.0,0.05,0.85,0.2,0.12,0.54
ninject.csv,0.86,0.78,0.48,0.62,0.8,0.0,0.86,0.35,0.12,1.0,1.0,0.53,0.5
smartgwt.csv,0.79,0.46,0.34,0.68,0.99,0.07,0.85,0.22,0.06,0.83,0.07,0.17,0.48
sqlpower-library.csv,1.0,0.36,0.31,0.69,0.22,0.03,0.8,0.23,0.05,0.9,0.22,0.12,0.59
stuproa-cims.csv,0.73,1.0,0.31,0.56,0.24,0.04,0.75,0.2,0.05,0.98,0.08,0.12,0.69
uface.csv,0.66,0.28,0.35,0.45,0.28,0.04,0.78,0.18,0.02,0.98,0.1,0.12,0.99
