,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,1.0,0.2,0.86,1.02,0.91,0.69,0.97,0.9,0.91,0.95,1.0,1.0,0.7,0.78,1.0,0.88,0.92,0.77,0.92,0.99
baadengine.csv,0.02,0.99,1.01,0.61,0.9,0.7,1.0,0.84,0.98,0.98,0.57,0.98,0.92,0.8,0.61,0.88,0.85,0.7,0.54,0.56
bibedt.csv,0.76,0.83,1.08,1.02,0.6,0.77,0.68,0.67,0.62,0.8,0.5,1.04,0.0,0.48,0.56,0.81,0.8,0.69,0.76,0.42
cascading.csv,0.82,0.99,0.8,0.21,0.55,0.79,0.77,0.62,0.66,0.65,0.52,0.57,0.61,0.78,0.58,0.75,0.02,0.71,0.9,0.47
dataobjectsdotnet.csv,0.87,0.92,0.95,0.23,0.71,0.93,0.7,0.73,0.96,0.87,0.81,0.64,0.8,0.65,0.65,0.85,0.79,0.03,0.89,0.64
exl.csv,0.7,1.1,0.84,0.42,0.48,0.64,0.59,0.69,0.57,0.74,0.6,0.6,0.48,0.62,0.61,0.8,0.64,0.73,0.73,0.05
gogoego.csv,0.68,1.0,0.94,1.01,0.83,0.76,0.45,0.07,0.81,0.66,1.01,0.52,0.62,0.77,0.71,0.95,0.82,0.76,0.93,0.91
httpcontentparser.csv,0.91,1.0,0.98,1.0,0.93,0.76,0.94,0.9,0.97,1.0,0.1,1.0,0.9,0.83,0.89,0.96,0.87,0.71,0.96,0.87
impala.csv,0.7,0.66,0.79,0.6,0.79,0.75,0.87,0.84,0.8,0.9,0.76,0.72,0.96,0.92,0.93,0.08,0.97,0.78,0.88,1.01
jaxlib.csv,0.91,1.0,1.01,1.0,0.81,0.89,0.83,0.85,1.0,0.83,0.62,0.0,1.0,0.75,1.0,1.0,0.93,0.92,0.83,0.45
jgameai.csv,0.98,0.24,0.82,1.07,0.95,0.04,0.97,0.77,0.83,0.84,0.74,0.6,0.81,0.93,0.79,0.76,0.77,0.55,0.97,0.95
jhotdraw.csv,0.71,1.01,0.96,1.01,0.84,0.95,0.97,0.87,0.06,0.95,0.97,1.0,1.01,0.82,0.79,0.88,0.97,0.72,0.81,1.01
loki-lib.csv,0.58,1.05,0.86,0.39,0.52,0.67,1.0,0.6,0.69,0.54,0.89,0.71,0.86,0.8,0.61,0.78,0.69,0.65,0.04,0.98
patterntesting.csv,0.54,1.13,1.08,0.43,0.65,0.72,0.5,0.59,0.57,0.07,0.6,0.65,0.67,0.39,0.68,0.74,0.73,0.71,0.65,0.35
pokeglobal.csv,0.67,0.66,0.66,1.04,0.0,0.79,0.85,0.61,0.82,0.78,0.8,0.96,0.95,0.8,0.67,0.76,0.5,0.72,0.55,0.87
snakeyaml.csv,0.91,0.39,0.58,1.24,0.6,0.75,0.84,0.66,0.62,0.9,0.87,0.85,0.81,0.54,0.04,0.83,0.74,0.76,0.9,0.6
unflobtactical.csv,0.74,0.67,1.14,1.05,0.75,0.71,0.55,0.68,0.73,0.71,0.54,0.65,0.61,0.0,0.69,0.92,0.78,0.61,0.78,0.69
werx.csv,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,1.0,0.99,1.0,1.0
zealos.csv,0.76,0.71,1.08,0.28,0.64,0.69,0.04,0.64,0.67,0.57,0.59,0.56,0.53,0.47,0.58,0.78,0.71,0.56,0.72,0.75
