,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.24,1.0,1.0,0.0,0.42,0.34,0.33,0.2,0.24,0.18,0.0,0.0,0.75,0.73,0.0,0.18,0.71,0.5,0.23,0.5
baadengine.csv,1.0,0.04,0.98,0.02,0.58,0.3,0.31,0.26,0.19,0.39,0.15,0.04,0.18,0.57,0.18,0.12,0.8,0.46,0.51,0.83
bibedt.csv,0.73,0.06,0.94,0.0,0.67,0.26,0.5,0.35,0.29,1.0,0.18,0.0,1.0,0.83,0.4,0.11,0.86,0.54,0.7,0.93
cascading.csv,0.89,0.03,0.98,0.05,0.68,0.33,0.64,0.3,0.21,0.43,0.28,0.07,0.24,0.52,0.31,0.12,1.0,0.5,0.6,0.96
dataobjectsdotnet.csv,0.95,0.03,0.95,0.04,0.8,0.33,0.69,0.28,0.11,0.36,0.15,0.05,0.67,0.76,0.24,0.08,0.8,0.99,0.29,0.79
exl.csv,0.8,0.0,0.97,0.02,0.72,0.33,0.39,0.26,0.25,0.57,0.15,0.06,0.35,0.63,0.21,0.09,0.9,0.44,0.73,1.0
gogoego.csv,0.89,0.0,0.95,0.0,0.53,0.37,0.47,1.0,0.21,0.58,0.0,0.14,0.36,0.55,0.42,0.05,0.88,0.45,0.21,0.6
httpcontentparser.csv,0.86,0.0,1.0,0.0,0.35,0.29,0.29,0.19,0.07,0.0,0.95,0.0,0.25,0.48,0.23,0.09,0.84,0.44,0.19,0.64
impala.csv,0.76,0.09,1.0,0.02,0.53,0.27,0.24,0.18,0.15,1.0,0.09,0.04,0.1,0.44,0.18,1.0,0.75,0.4,0.31,0.5
jaxlib.csv,0.91,0.0,0.8,0.0,0.8,0.43,0.71,0.43,0.0,0.83,0.24,1.0,0.0,0.82,0.0,0.0,0.89,0.67,0.56,0.96
jgameai.csv,0.44,0.31,0.97,0.0,0.41,1.0,0.2,0.22,0.14,0.33,0.13,0.06,0.25,0.43,0.17,0.14,0.81,0.55,0.36,0.72
jhotdraw.csv,0.78,0.0,1.0,0.0,0.48,0.12,0.25,0.2,1.0,0.2,0.03,0.0,0.05,0.5,0.2,0.27,0.57,0.43,0.33,0.46
loki-lib.csv,0.82,0.0,0.97,0.02,0.81,0.32,0.31,0.31,0.19,0.51,0.06,0.06,0.16,0.52,0.18,0.1,0.79,0.47,0.94,1.0
patterntesting.csv,0.85,0.0,0.94,0.02,0.62,0.32,0.57,0.31,0.25,0.97,0.14,0.05,0.25,0.78,0.15,0.11,0.78,0.44,0.55,0.93
pokeglobal.csv,0.78,0.08,0.98,0.0,1.0,0.24,0.22,0.3,0.17,0.5,0.08,0.04,0.13,0.54,0.14,0.11,0.87,0.44,0.56,0.64
snakeyaml.csv,0.89,0.15,1.0,0.0,0.66,0.32,0.29,0.28,0.23,0.75,0.07,0.05,0.29,0.68,1.0,0.11,0.77,0.44,0.39,0.81
unflobtactical.csv,0.75,0.1,0.9,0.0,0.56,0.35,0.58,0.31,0.24,0.39,0.16,0.05,0.26,1.0,0.24,0.06,0.79,0.52,0.33,0.77
werx.csv,0.75,0.07,1.0,0.01,0.59,0.29,0.31,0.24,0.18,0.37,0.11,0.04,0.2,0.57,0.13,0.12,0.78,0.44,0.39,0.76
zealos.csv,0.73,0.07,0.94,0.03,0.66,0.34,0.97,0.29,0.21,0.52,0.14,0.08,0.3,0.73,0.29,0.11,0.82,0.56,0.38,0.76
