,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.02,0.8,0.14,0.0,0.12,0.38,0.03,0.11,0.1,0.07,0.0,0.0,0.3,0.23,0.0,0.12,0.09,0.25,0.1,0.17
baadengine.csv,0.98,0.4,0.87,1.0,0.88,0.5,1.0,0.92,1.0,1.0,0.85,1.0,0.8,0.77,0.89,0.88,0.97,0.67,0.86,0.85
bibedt.csv,0.34,0.2,0.22,0.0,0.54,0.35,0.33,0.37,0.42,0.2,0.65,0.0,1.0,0.54,0.44,0.24,0.21,0.35,0.24,0.61
cascading.csv,0.19,0.2,0.71,1.0,0.63,0.23,0.23,0.67,0.5,0.53,0.5,0.5,0.6,0.37,0.44,0.72,0.98,0.35,0.1,0.54
dataobjectsdotnet.csv,0.13,0.2,0.19,1.0,0.29,0.08,0.3,0.33,0.05,0.73,0.2,0.5,0.2,0.37,0.37,0.24,0.24,0.97,0.14,0.66
exl.csv,0.35,0.0,0.32,1.0,0.76,0.58,0.8,0.59,0.65,0.27,0.5,0.5,0.6,0.63,0.44,0.32,0.38,0.37,0.28,0.95
gogoego.csv,0.33,0.0,0.1,0.0,0.22,0.27,0.73,0.93,0.21,0.37,0.0,0.5,0.4,0.31,0.3,0.08,0.19,0.29,0.21,0.15
httpcontentparser.csv,0.09,0.0,0.02,0.0,0.15,0.31,0.07,0.11,0.03,0.0,0.9,0.0,0.1,0.31,0.11,0.04,0.14,0.44,0.21,0.22
impala.csv,0.43,0.8,0.21,1.0,0.44,0.5,0.17,0.23,0.31,0.1,0.5,0.5,0.3,0.4,0.07,0.92,0.03,0.57,0.55,0.2
jaxlib.csv,0.09,0.0,0.02,0.0,0.2,0.12,0.17,0.16,0.0,0.17,0.4,1.0,0.0,0.26,0.0,0.0,0.07,0.08,0.17,0.56
jgameai.csv,0.09,0.8,0.35,0.0,0.32,0.96,0.03,0.37,0.24,0.53,0.3,0.5,0.2,0.09,0.22,0.28,0.26,0.59,0.86,0.76
jhotdraw.csv,0.36,0.0,0.04,0.0,0.37,0.12,0.03,0.16,0.94,0.07,0.05,0.0,0.1,0.26,0.22,0.12,0.03,0.55,0.52,0.15
loki-lib.csv,0.55,0.0,0.57,1.0,0.51,0.65,1.0,0.6,0.5,0.83,0.3,1.0,0.6,0.49,0.52,0.44,0.5,0.57,1.0,0.02
patterntesting.csv,0.54,0.0,0.23,1.0,0.61,0.35,0.53,0.72,0.63,0.93,0.75,0.5,0.4,0.71,0.78,0.52,0.59,0.54,0.38,0.68
pokeglobal.csv,0.73,0.6,0.56,0.0,1.0,0.38,0.33,0.71,0.73,0.23,0.4,1.0,0.5,0.6,0.56,0.48,0.66,0.41,0.52,0.22
snakeyaml.csv,0.09,0.8,0.42,0.0,0.56,0.85,0.77,0.48,0.77,0.1,0.2,1.0,0.2,0.66,0.96,0.2,0.42,0.71,0.9,0.73
unflobtactical.csv,0.36,0.4,0.14,0.0,0.46,0.35,0.47,0.37,0.31,0.43,0.65,0.5,0.5,1.0,0.33,0.12,0.26,0.51,0.38,0.56
werx.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.93,1.0,1.0,1.0,1.0,0.96,1.0,0.97,1.0,1.0,1.0
zealos.csv,0.52,0.4,0.23,1.0,0.46,0.38,0.97,0.53,0.44,0.53,0.75,0.5,0.6,0.69,0.44,0.28,0.34,0.55,0.45,0.71
