,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.02,0.83,0.17,0.0,0.14,0.42,0.04,0.13,0.12,0.09,0.0,0.0,0.35,0.27,0.0,0.15,0.11,0.29,0.12,0.19
baadengine.csv,0.98,0.34,0.0,0.76,0.34,0.5,0.0,0.47,0.09,0.09,0.72,0.09,0.33,0.52,0.71,0.41,0.46,0.58,0.74,0.73
bibedt.csv,0.37,0.23,0.23,0.0,0.55,0.38,0.38,0.41,0.46,0.24,0.65,0.0,1.0,0.58,0.49,0.28,0.25,0.39,0.28,0.65
cascading.csv,0.23,0.22,0.52,0.95,0.62,0.27,0.27,0.62,0.51,0.53,0.54,0.53,0.59,0.39,0.49,0.56,0.98,0.39,0.12,0.59
dataobjectsdotnet.csv,0.16,0.23,0.22,0.94,0.34,0.1,0.35,0.37,0.06,0.44,0.24,0.52,0.24,0.42,0.42,0.27,0.28,0.97,0.17,0.61
exl.csv,0.39,0.0,0.34,0.87,0.72,0.57,0.69,0.56,0.63,0.31,0.53,0.53,0.62,0.6,0.48,0.35,0.43,0.4,0.33,0.96
gogoego.csv,0.38,0.0,0.12,0.0,0.26,0.31,0.71,0.94,0.25,0.42,0.0,0.55,0.45,0.35,0.35,0.1,0.23,0.33,0.24,0.18
httpcontentparser.csv,0.11,0.0,0.02,0.0,0.18,0.35,0.09,0.13,0.04,0.0,0.92,0.0,0.12,0.34,0.13,0.05,0.17,0.46,0.24,0.25
impala.csv,0.46,0.65,0.25,0.77,0.44,0.49,0.2,0.26,0.34,0.12,0.48,0.5,0.31,0.38,0.09,0.93,0.04,0.51,0.44,0.22
jaxlib.csv,0.11,0.0,0.02,0.0,0.24,0.15,0.2,0.19,0.0,0.2,0.45,1.0,0.0,0.3,0.0,0.0,0.09,0.1,0.2,0.61
jgameai.csv,0.11,0.81,0.37,0.0,0.32,0.97,0.04,0.4,0.28,0.46,0.34,0.53,0.24,0.11,0.26,0.32,0.3,0.6,0.17,0.28
jhotdraw.csv,0.4,0.0,0.05,0.0,0.38,0.14,0.04,0.19,0.95,0.09,0.06,0.0,0.12,0.3,0.26,0.15,0.04,0.52,0.47,0.17
loki-lib.csv,0.57,0.0,0.45,0.89,0.55,0.59,0.0,0.59,0.51,0.73,0.32,0.67,0.46,0.46,0.54,0.44,0.5,0.56,0.99,0.02
patterntesting.csv,0.57,0.0,0.23,0.87,0.58,0.39,0.57,0.65,0.62,0.94,0.66,0.51,0.44,0.71,0.63,0.5,0.54,0.52,0.42,0.71
pokeglobal.csv,0.62,0.57,0.55,0.0,1.0,0.4,0.35,0.64,0.51,0.27,0.41,0.17,0.38,0.51,0.55,0.47,0.66,0.44,0.55,0.25
snakeyaml.csv,0.11,0.77,0.48,0.0,0.57,0.59,0.48,0.5,0.66,0.12,0.23,0.47,0.24,0.64,0.97,0.23,0.44,0.56,0.37,0.65
unflobtactical.csv,0.39,0.44,0.15,0.0,0.46,0.39,0.52,0.41,0.35,0.45,0.64,0.51,0.53,1.0,0.38,0.14,0.3,0.53,0.4,0.54
werx.csv,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0
zealos.csv,0.49,0.43,0.23,0.93,0.49,0.42,0.97,0.54,0.47,0.55,0.67,0.54,0.61,0.68,0.49,0.32,0.38,0.57,0.47,0.56
