,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.96,0.45,0.63,0.95,0.89,0.79,0.87,0.68,0.87,0.72,0.67,0.9,0.45,0.81,0.96,0.94,0.99,0.94,0.66
delphilhlplib.csv,0.88,0.45,0.34,0.61,0.66,0.61,0.87,0.49,0.59,0.68,0.69,0.52,0.42,0.58,0.65,0.67,0.55,0.84,0.76
exordium.csv,0.72,0.72,0.52,0.6,0.31,0.64,0.92,0.59,0.67,0.63,0.91,0.56,0.58,0.6,0.62,0.66,1.08,0.92,0.44
fltk.csv,0.64,0.79,0.67,0.4,0.46,0.68,0.63,0.5,0.45,0.59,0.44,0.64,0.81,0.5,0.5,0.56,0.86,0.75,0.49
genoviz.csv,0.74,0.95,0.74,0.9,0.79,0.66,0.95,0.9,0.84,0.87,0.89,0.89,1.0,0.86,0.78,0.87,0.76,0.82,0.09
gzigzag.csv,0.53,0.86,0.83,0.83,0.54,0.6,0.93,0.84,0.71,0.86,0.69,0.74,0.87,0.89,0.99,0.91,0.76,0.93,0.7
irrlicht.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.77,1.0,1.0,0.52,0.65,0.9,0.99,0.49,0.48,0.76,0.97,0.5,0.94,0.85,0.5,0.48,1.22,1.0,1.07
moast.csv,0.9,1.0,0.96,0.84,0.71,0.9,0.76,0.86,1.0,0.78,1.0,0.83,0.92,0.57,0.85,1.0,0.05,1.0,0.74
mptvseries.csv,0.47,0.62,1.0,0.59,0.6,0.7,0.98,0.33,0.5,0.78,0.39,0.69,0.81,0.79,0.61,0.64,1.0,0.82,0.39
nativeclient.csv,0.66,0.58,0.67,0.58,0.73,0.65,0.79,0.45,0.68,0.61,0.44,0.54,0.53,0.59,0.6,0.61,0.86,0.46,0.63
openfrag.csv,0.92,0.74,0.89,0.56,0.49,0.7,0.89,0.37,0.56,0.61,0.43,0.45,0.63,0.33,0.64,0.58,0.86,0.65,0.91
phet.csv,1.01,0.63,0.74,0.96,0.96,0.75,0.48,0.97,1.07,0.85,0.98,0.97,0.93,1.12,0.83,0.89,1.26,0.84,1.04
qdvdauthor.csv,0.69,0.84,0.87,0.84,0.84,0.75,0.7,0.54,0.54,0.78,1.0,0.62,0.74,0.74,0.42,0.7,0.17,0.89,0.83
qse.csv,0.71,0.87,0.72,0.59,0.5,0.68,0.71,0.43,0.45,0.64,0.3,0.57,0.59,0.65,0.68,0.63,0.86,0.86,0.74
sauerbraten.csv,0.34,1.0,0.86,0.97,0.95,0.73,0.83,0.94,1.0,0.94,1.0,0.94,0.9,1.0,0.89,0.98,0.62,0.99,1.18
toped.csv,0.79,0.82,0.8,0.85,0.76,0.92,0.84,0.63,0.22,0.83,0.94,0.76,0.74,0.63,0.54,0.72,0.31,0.75,0.93
truevision.csv,0.68,1.0,0.81,0.49,0.68,0.67,0.72,0.66,0.63,0.62,1.0,0.3,0.5,0.52,0.62,0.59,0.97,0.89,0.86
zoolib.csv,0.67,0.76,0.63,0.57,0.46,0.7,0.93,0.47,0.49,0.64,0.66,0.59,0.42,0.76,0.68,0.56,0.79,0.87,0.65
