,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.7,0.1,0.63,0.15,0.31,0.51,0.55,0.33,0.12,0.39,0.3,0.59
gamestone.csv,0.12,0.67,0.17,0.19,0.12,0.07,0.22,0.27,0.04,0.2,0.0,0.15
gbif-providertoolkit.csv,0.3,0.0,0.29,0.06,0.56,0.6,0.3,0.35,0.14,0.18,0.11,0.59
heekscad.csv,0.8,0.43,0.68,0.42,0.34,0.69,0.48,0.34,0.12,0.51,0.43,0.85
igarden.csv,0.64,0.09,0.22,0.37,0.15,0.38,0.25,0.06,0.07,0.31,0.4,0.51
levent.csv,0.77,0.11,0.62,0.49,0.36,0.83,0.52,0.35,0.2,0.45,0.47,0.81
lportal.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmsx.csv,0.76,0.19,0.3,0.42,0.38,0.78,0.43,0.26,0.0,0.36,0.0,0.5
owlapi.csv,0.49,0.0,0.36,0.0,0.29,0.43,0.43,0.54,0.19,0.4,0.38,0.3
pnotepad.csv,0.77,0.28,0.65,0.47,0.29,0.76,0.51,0.24,0.08,0.48,0.33,0.94
quark.csv,0.45,0.36,0.41,0.06,0.3,0.0,0.05,0.17,0.12,0.06,0.57,0.21
xcsoar.csv,0.74,0.24,0.67,0.47,0.37,0.74,0.44,0.3,0.11,0.44,0.33,0.4
