,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.7,0.12,0.77,0.13,0.71,0.39,0.47,0.56,0.66,0.42,0.69,0.46
gamestone.csv,0.06,0.62,0.11,0.16,0.14,0.04,0.13,0.28,0.07,0.14,0.0,0.08
gbif-providertoolkit.csv,0.21,0.0,0.18,0.03,0.5,0.47,0.24,0.44,0.45,0.12,0.08,0.46
heekscad.csv,0.78,0.75,0.75,0.58,0.79,0.67,0.79,0.6,0.79,0.58,1.0,0.83
igarden.csv,0.49,0.12,0.12,0.29,0.14,0.24,0.18,0.04,0.4,0.23,0.46,0.35
levent.csv,0.97,0.38,0.89,0.87,1.0,0.88,0.89,1.0,0.59,0.49,0.92,0.81
lportal.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmsx.csv,0.9,0.62,0.2,0.39,0.86,0.78,0.58,0.28,0.0,0.26,0.0,0.35
owlapi.csv,0.42,0.0,0.29,0.0,0.43,0.31,0.45,0.4,0.32,0.46,0.54,0.19
pnotepad.csv,0.74,0.88,0.95,1.0,0.93,0.8,0.76,0.76,1.0,0.72,1.0,0.98
quark.csv,0.31,0.25,0.27,0.03,0.21,0.0,0.03,0.12,0.14,0.03,0.46,0.12
xcsoar.csv,0.7,0.25,0.66,0.58,0.64,0.76,0.5,0.52,0.8,0.51,1.0,0.25
