,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,8.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,10.0,0.0
jaolt.csv,6.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,8.0,0.0
jcl.csv,14.0,64.0,4.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
kmess.csv,8.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,8.0,12.0,2.0,0.0
ossbuild.csv,8.0,8.0,2.0,13.0,0.0,0.0,1.0,7.0,4.0,0.0,3.0,1.0
qgo.csv,14.0,0.0,1.0,0.0,0.0,11.0,0.0,12.0,5.0,8.0,4.0,0.0
quark.csv,92.0,1.0,142.0,58.0,59.0,250.0,101.0,108.0,115.0,85.0,0.0,147.0
rezilla.csv,16.0,9.0,2.0,0.0,0.0,4.0,1.0,0.0,7.0,0.0,12.0,1.0
rhex.csv,0.0,3.0,0.0,58.0,0.0,4.0,1.0,5.0,0.0,85.0,5.0,1.0
toped.csv,36.0,7.0,0.0,15.0,0.0,5.0,0.0,9.0,1.0,0.0,2.0,1.0
truevision.csv,1.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,9.0,16.0,2.0
wxstudio.csv,17.0,6.0,3.0,58.0,0.0,250.0,0.0,1.0,5.0,0.0,1.0,3.0
