,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.77,0.69,0.96,0.59,1.0,0.67,0.26,0.27,0.6,0.73,0.29,0.58,0.41,0.52,0.36,0.47
arsenal-1.csv,0.69,0.31,0.54,1.0,0.0,1.0,0.67,0.27,0.26,0.69,0.07,0.48,0.0,0.2,0.17,0.4
bnetd.csv,0.85,0.64,0.77,0.81,1.0,1.0,0.97,0.42,0.57,0.85,0.62,0.55,0.85,0.63,0.57,0.77
cascading.csv,0.58,0.76,0.35,0.11,0.0,0.67,0.26,0.46,1.0,0.31,0.12,0.21,0.33,0.35,0.87,0.5
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.03
free-evolution.csv,0.08,0.33,0.4,0.56,0.67,0.0,0.46,0.35,0.09,0.23,0.6,1.0,0.78,0.31,0.15,0.1
gnome-jabber.csv,0.96,0.79,0.94,0.96,1.0,1.0,0.79,0.81,0.85,0.96,1.0,0.76,0.76,0.88,0.86,0.77
guineu.csv,0.96,0.38,0.04,0.15,0.33,0.67,0.15,0.12,0.1,0.31,0.79,0.24,0.0,0.1,0.17,0.1
ipfilter.csv,0.62,0.69,0.67,0.96,0.67,1.0,0.49,0.85,0.93,0.69,0.84,0.73,1.0,0.96,0.92,0.9
jruby.csv,0.54,0.74,0.38,0.63,0.67,0.0,0.77,0.62,0.87,0.54,0.2,0.85,0.67,0.39,1.0,0.23
l2j.csv,0.81,0.74,0.81,0.63,1.0,0.33,0.54,0.5,0.71,0.77,0.38,0.55,0.43,0.99,0.65,0.6
libmesh.csv,0.38,0.21,0.25,0.63,0.0,0.33,0.26,0.96,0.2,0.15,0.0,0.0,0.13,0.55,0.28,0.5
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
stajistics.csv,0.31,0.24,0.08,0.33,0.33,0.67,0.13,0.31,0.41,0.35,0.54,0.18,0.43,0.23,0.29,1.0
twostep.csv,0.42,0.4,0.21,0.26,1.0,0.0,0.08,0.19,0.24,0.92,0.37,0.27,0.04,0.24,0.27,0.27
x4x.csv,0.65,1.0,0.9,0.81,1.0,1.0,0.67,0.5,0.65,0.77,0.84,0.85,0.98,0.87,0.75,0.67
