,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.51,0.75,0.97,0.55,0.38,0.12,0.32,0.27,0.69,0.56,0.44,0.33,0.57,0.61,0.5,0.3
arsenal-1.csv,0.45,0.41,0.57,1.0,0.0,0.1,0.68,0.25,0.4,0.61,0.12,0.39,0.0,0.32,0.28,0.32
bnetd.csv,0.44,0.69,0.63,0.67,0.19,0.09,0.99,0.33,0.67,0.59,0.75,0.37,0.8,0.71,0.68,0.54
cascading.csv,0.38,0.82,0.45,0.17,0.0,0.11,0.39,0.34,1.0,0.43,0.21,0.22,0.48,0.49,0.87,0.44
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.06
free-evolution.csv,0.1,0.47,0.4,0.53,0.21,0.0,0.47,0.38,0.15,0.32,0.73,0.99,0.83,0.42,0.25,0.12
gnome-jabber.csv,0.47,0.79,0.61,0.63,0.18,0.08,0.63,0.57,0.81,0.52,0.99,0.41,0.71,0.78,0.85,0.45
guineu.csv,0.98,0.51,0.07,0.24,0.08,0.16,0.25,0.17,0.18,0.46,0.86,0.26,0.0,0.17,0.28,0.15
ipfilter.csv,0.36,0.72,0.53,0.63,0.12,0.09,0.46,0.51,0.86,0.42,0.89,0.33,0.99,0.82,0.89,0.44
jruby.csv,0.47,0.78,0.4,0.59,0.13,0.0,0.6,0.42,0.83,0.42,0.32,0.41,0.67,0.5,1.0,0.26
l2j.csv,0.54,0.77,0.66,0.55,0.23,0.04,0.6,0.43,0.74,0.59,0.55,0.31,0.54,1.0,0.74,0.51
libmesh.csv,0.33,0.31,0.33,0.52,0.0,0.07,0.34,0.93,0.32,0.22,0.0,0.0,0.23,0.59,0.43,0.34
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
stajistics.csv,0.24,0.35,0.13,0.43,0.14,0.12,0.22,0.31,0.55,0.38,0.69,0.2,0.48,0.35,0.43,1.0
twostep.csv,0.36,0.55,0.34,0.35,0.23,0.0,0.14,0.24,0.37,0.96,0.54,0.28,0.08,0.36,0.41,0.33
x4x.csv,0.52,0.99,0.66,0.6,0.16,0.14,0.57,0.42,0.7,0.47,0.89,0.42,0.82,0.81,0.8,0.49
