,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.61,0.59,0.04,0.63,0.32,0.53,0.83,0.83,0.63,0.58,0.93,0.73,0.6,0.68,0.8,0.9
arsenal-1.csv,0.69,1.02,0.56,0.0,1.0,0.76,0.46,0.87,0.76,0.45,0.93,0.61,1.0,0.82,0.85,0.77
bnetd.csv,0.91,0.83,0.61,0.58,0.79,0.85,0.03,0.85,0.67,0.6,0.55,0.62,0.65,0.52,0.9,0.52
cascading.csv,0.79,0.41,0.67,0.9,1.05,0.55,0.75,0.9,0.03,0.7,0.9,0.82,0.68,0.69,0.85,0.6
fm-classic.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.96,0.98,1.0,1.0,1.0,1.0,0.99,1.0,0.97
free-evolution.csv,0.94,0.75,0.79,0.66,0.57,1.0,0.79,0.7,0.93,0.78,0.72,0.01,0.34,0.79,0.89,0.93
gnome-jabber.csv,0.95,0.78,1.0,0.94,0.87,0.96,0.85,0.62,0.92,1.0,0.4,0.65,0.98,0.97,1.01,0.75
guineu.csv,0.04,0.75,0.97,0.85,0.94,0.44,0.85,0.89,0.91,0.69,0.83,0.78,1.0,0.91,0.84,0.9
ipfilter.csv,0.9,0.89,0.82,0.97,0.98,0.87,0.88,0.86,0.85,0.98,1.01,0.88,0.05,0.97,0.95,0.96
jruby.csv,0.58,0.64,0.76,0.58,0.9,1.03,0.92,0.85,0.86,0.76,0.83,0.71,0.9,0.74,0.05,0.8
l2j.csv,0.57,0.72,0.6,0.69,0.63,0.92,0.54,0.69,0.76,0.54,0.65,0.77,0.7,0.01,0.77,0.51
libmesh.csv,0.75,0.98,0.79,0.77,1.0,0.75,0.79,0.08,0.82,0.86,1.0,1.0,0.87,0.93,0.74,0.79
mvdsv.csv,1.0,1.0,1.0,1.0,0.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0
stajistics.csv,0.91,0.87,0.93,0.69,0.75,0.53,0.87,0.8,0.68,0.71,0.75,0.84,1.1,0.79,0.85,0.0
twostep.csv,0.71,0.65,0.79,0.77,0.65,1.02,0.92,0.84,0.8,0.08,0.66,0.76,0.96,0.79,0.8,0.75
x4x.csv,0.51,0.08,0.74,0.8,0.98,0.54,0.81,0.71,0.78,0.92,1.01,0.7,1.0,0.7,0.88,0.57
