,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.73,0.41,0.42,0.47,0.55,0.43,0.38,0.3,0.65
exordium.csv,0.74,0.83,0.5,0.91,0.64,0.95,0.74,0.88,0.46
flexpay.csv,0.72,0.57,0.82,0.57,0.99,0.52,0.97,0.31,0.77
mptvseries.csv,0.62,0.61,0.48,0.62,0.65,0.92,0.79,0.0,0.64
openmsx.csv,0.56,0.5,0.41,0.67,0.74,0.69,0.7,0.5,0.54
qtractor.csv,0.58,0.5,0.37,0.5,0.5,0.53,0.51,0.8,0.4
synergyspace.csv,0.93,0.0,0.86,0.5,0.99,0.86,0.92,0.0,0.91
tango-cs.csv,0.81,0.8,0.55,0.88,0.74,0.97,0.78,0.75,0.63
toped.csv,0.45,0.5,0.33,0.47,0.52,0.5,0.57,0.35,0.62
