,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.92,1.01,0.87,0.85,0.74,0.91,0.71,0.0,0.76
exordium.csv,0.0,0.79,0.68,0.73,0.66,0.85,0.72,0.93,0.76
flexpay.csv,0.86,0.74,1.03,0.85,0.1,0.8,0.89,1.0,0.75
mptvseries.csv,0.43,0.05,0.59,0.6,0.57,0.89,0.79,1.0,0.74
openmsx.csv,0.69,0.64,0.65,0.87,0.82,0.09,0.75,0.83,0.72
qtractor.csv,0.45,0.48,0.32,0.0,0.61,0.76,0.84,0.89,0.67
synergyspace.csv,0.86,1.0,0.89,0.97,0.79,0.97,0.08,1.0,0.85
tango-cs.csv,0.71,1.01,0.65,0.83,0.66,0.83,0.63,1.01,0.09
toped.csv,0.92,0.58,0.0,0.61,0.67,0.72,0.59,0.25,0.76
