,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.26,0.91,0.44,0.44,0.34,0.87,0.51,0.3,0.99,0.57,0.66,0.72,0.91,0.36
cubefs.csv,0.84,0.44,0.62,0.95,0.9,0.39,0.48,1.0,0.23,0.62,0.66,0.97,0.89,0.0
gisgraphy.csv,0.58,0.11,0.19,0.06,0.31,0.39,0.51,0.88,0.85,0.32,0.4,0.42,0.17,0.95
iaml.csv,0.63,0.67,0.69,0.47,0.63,0.55,0.99,0.19,0.69,0.52,0.72,0.78,0.57,0.68
ivatamasks.csv,0.89,0.77,0.69,1.0,0.5,0.7,0.34,0.34,0.52,0.65,0.66,0.83,0.57,0.64
kolmafia.csv,0.79,0.39,0.62,0.54,0.36,0.37,0.3,0.19,0.09,0.38,1.0,0.32,0.14,0.32
ogrehg.csv,0.05,0.41,0.31,0.39,0.36,0.99,0.27,0.17,0.22,0.48,0.36,0.47,0.51,0.5
olex2.csv,0.11,0.37,0.12,0.66,0.41,0.46,0.42,0.51,0.44,0.5,0.66,0.95,0.54,0.27
openwbem.csv,0.53,0.94,0.62,0.68,0.61,0.67,0.66,0.88,0.95,0.5,0.62,0.62,0.71,0.73
oppna-program-hsatools.csv,1.0,0.96,1.0,1.0,1.0,0.86,0.96,0.83,0.97,1.0,1.0,0.93,1.0,0.82
orc.csv,0.58,0.04,0.94,0.04,0.17,0.1,0.27,0.51,0.0,0.18,0.47,0.0,0.03,0.5
ta3d.csv,0.47,0.89,1.0,1.0,0.9,0.79,0.91,0.78,0.86,0.85,0.98,0.95,0.97,0.91
umber.csv,1.0,0.29,0.31,0.71,0.58,0.35,0.26,0.26,0.1,0.32,0.62,0.35,0.34,0.09
xcmetadataservicestoolkit.csv,0.84,0.65,0.69,0.82,0.51,0.61,0.64,0.32,0.35,1.0,0.81,0.55,0.6,0.64
