,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.21,0.37,0.09,0.86,0.9,0.42,0.59,0.96,1.0,0.72,0.66,0.52,0.7,0.24
cubefs.csv,0.7,0.39,0.15,0.67,0.91,0.39,0.52,0.97,0.65,0.66,0.66,0.46,0.74,0.0
gisgraphy.csv,0.27,0.53,0.03,0.86,0.6,0.37,0.61,0.72,0.75,0.57,0.46,0.34,0.75,1.0
iaml.csv,0.29,0.4,0.1,0.73,0.84,0.48,0.99,0.65,0.79,0.7,0.61,0.52,0.74,0.32
ivatamasks.csv,0.47,0.44,0.14,1.0,0.83,0.49,0.52,0.79,0.74,0.79,0.63,0.51,0.71,0.26
kolmafia.csv,0.79,0.47,0.18,0.84,0.97,0.47,0.49,0.94,0.73,0.83,1.0,0.58,0.62,0.21
ogrehg.csv,0.05,0.46,0.14,0.76,0.95,0.99,0.63,0.81,0.64,0.68,0.74,0.55,0.69,0.5
olex2.csv,0.09,0.43,0.05,0.68,0.92,0.5,0.63,0.74,0.82,0.77,0.66,1.0,0.76,0.26
openwbem.csv,0.2,0.99,0.09,0.68,0.74,0.36,0.62,0.7,0.77,0.74,0.58,0.42,0.64,0.35
oppna-program-hsatools.csv,0.3,0.35,0.11,0.68,1.0,0.38,0.58,0.74,0.78,0.77,0.55,0.48,0.7,0.28
orc.csv,0.32,0.5,1.0,1.0,0.75,0.48,0.66,0.64,0.0,0.64,0.51,0.0,1.0,0.41
ta3d.csv,0.16,0.36,0.11,0.68,0.85,0.41,0.58,0.68,0.76,0.72,0.59,0.48,0.97,0.31
umber.csv,1.0,0.41,0.18,0.76,0.94,0.35,0.5,0.91,0.72,0.68,0.63,0.45,0.75,0.2
xcmetadataservicestoolkit.csv,0.43,0.41,0.11,0.71,0.95,0.33,0.52,0.89,0.75,1.0,0.55,0.4,0.72,0.3
