,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.62,0.49,0.44,0.54,0.57,0.46,0.45,0.96,0.55,0.41,0.45,0.4,0.41,0.42
cubefs.csv,0.57,0.7,0.52,0.42,0.42,0.64,0.54,0.48,0.74,0.39,0.47,0.33,0.36,0.88
gisgraphy.csv,0.51,0.98,0.49,0.86,0.67,0.87,0.76,0.46,0.52,0.65,0.59,0.59,0.88,0.76
iaml.csv,0.43,0.49,0.35,0.6,0.45,0.43,0.58,0.78,0.57,0.43,0.39,0.39,0.37,0.38
ivatamasks.csv,0.39,0.47,0.43,0.44,0.42,0.38,0.43,0.79,0.49,0.36,0.39,0.34,0.32,0.3
kolmafia.csv,0.53,0.57,0.49,0.44,0.51,0.54,0.42,0.94,0.93,0.5,0.43,0.67,0.88,0.39
ogrehg.csv,0.95,0.6,0.78,0.68,0.68,0.64,0.75,0.94,0.6,0.43,0.65,0.55,0.46,0.68
olex2.csv,0.82,0.64,0.87,0.56,0.71,0.54,0.69,0.53,0.76,0.54,0.47,0.54,0.4,0.7
openwbem.csv,0.48,0.64,0.4,0.47,0.51,0.58,0.54,0.47,0.47,0.59,0.52,0.45,0.49,0.41
oppna-program-hsatools.csv,0.33,0.48,0.29,0.43,0.42,0.43,0.39,0.43,0.47,0.33,0.35,0.36,0.4,0.3
orc.csv,0.59,0.94,0.93,0.75,0.96,0.97,0.98,0.56,0.0,0.91,0.51,0.0,0.0,0.67
ta3d.csv,0.38,0.47,0.3,0.43,0.39,0.43,0.39,0.42,0.49,0.32,0.33,0.36,0.43,0.3
umber.csv,0.58,0.9,0.86,0.45,0.55,0.79,0.58,0.95,0.94,0.58,0.46,0.72,0.75,0.9
xcmetadataservicestoolkit.csv,0.43,0.54,0.41,0.44,0.5,0.59,0.46,0.96,0.58,0.4,0.41,0.49,0.55,0.37
