,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.81,0.87,0.74,0.58,0.69,0.8,0.69,0.7,0.01,0.74,0.53,0.62,0.88,0.82
cubefs.csv,0.2,0.68,0.55,0.98,0.45,0.73,0.79,0.06,0.88,0.94,0.53,0.96,0.7,1.05
gisgraphy.csv,0.69,0.89,1.01,0.94,1.18,0.74,0.65,0.8,0.98,0.95,0.82,0.9,0.84,0.05
iaml.csv,0.66,0.65,0.79,0.64,0.68,0.59,0.02,0.84,0.71,0.77,0.63,0.64,0.61,0.74
ivatamasks.csv,0.36,0.58,0.58,0.0,0.69,0.56,0.78,0.69,0.8,0.58,0.57,0.7,0.66,0.89
kolmafia.csv,0.22,0.66,0.49,0.51,0.65,0.69,0.81,0.81,0.92,0.66,0.0,0.71,0.88,0.87
ogrehg.csv,1.0,0.65,0.72,0.66,0.64,0.01,0.76,0.84,0.89,0.8,0.66,0.62,0.7,0.55
olex2.csv,0.97,0.69,0.91,0.74,0.61,0.62,0.66,0.64,0.65,0.64,0.53,0.05,0.59,0.81
openwbem.csv,0.87,0.06,0.79,0.73,1.07,0.84,0.64,0.86,0.97,0.68,0.66,0.83,0.92,0.68
oppna-program-hsatools.csv,0.8,0.97,0.93,1.0,0.0,0.9,0.93,0.7,0.92,0.8,1.0,0.86,0.94,0.98
orc.csv,0.59,0.96,0.06,0.96,0.87,0.9,0.75,0.81,1.0,0.87,0.76,1.0,0.97,0.6
ta3d.csv,1.03,0.87,0.97,1.0,0.75,0.77,0.88,0.85,0.93,0.88,0.82,0.86,0.07,0.92
umber.csv,0.0,0.75,0.71,0.55,0.46,0.77,0.82,0.74,0.91,0.78,0.58,0.75,0.7,0.92
xcmetadataservicestoolkit.csv,0.41,0.63,0.7,0.73,0.5,0.88,0.87,0.68,0.77,0.0,0.82,0.82,0.64,0.76
