,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.41,0.13,0.0,0.05
img-browse-sort.csv,0.12,0.32,0.22,0.0
pcsx2.csv,0.32,0.0,0.38,0.45
xstore.csv,0.0,0.28,0.43,0.66
