,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
fityk.csv,0.25,0.45,0.49,0.38,0.17,0.21,0.34,0.0,0.36,0.35
freenet.csv,0.79,0.63,0.01,0.62,0.9,0.3,0.32,0.55,0.43,0.56
geogebra.csv,0.15,0.18,0.67,0.17,0.73,0.88,0.08,0.23,0.74,0.01
hibernate.csv,0.39,0.6,0.14,0.25,0.33,0.3,0.12,0.14,0.0,0.47
itext.csv,0.45,0.22,0.36,0.29,0.0,0.3,0.21,0.41,0.24,0.31
k3b.csv,0.67,0.37,0.4,0.12,0.43,0.28,0.38,0.73,0.26,0.44
lamp.csv,0.01,0.12,0.14,0.08,0.1,0.22,0.1,0.23,0.07,0.07
megameknet.csv,0.78,0.26,0.29,0.33,0.97,0.35,0.01,0.5,0.22,0.33
thout.csv,0.53,0.0,0.65,0.54,0.8,0.58,0.35,0.64,0.5,0.41
