,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.55,1.03,0.6,0.07,0.71,0.67,0.74,0.67,0.65,0.63,0.73,1.0,1.07,0.88,0.72,0.46,0.9,0.59,0.74,1.0
encog-cs.csv,1.33,0.86,0.85,0.8,0.76,0.84,0.91,0.58,0.03,0.85,0.81,1.0,1.0,0.85,0.81,0.92,0.96,0.87,0.78,1.0
extprosys.csv,1.22,0.61,0.11,0.87,0.55,0.74,0.85,0.51,0.86,0.73,0.55,0.92,1.14,1.33,0.81,1.02,1.0,0.85,0.94,0.4
freewrl.csv,0.29,0.73,0.76,0.77,0.5,0.77,0.67,0.79,0.71,0.86,0.8,0.0,0.66,1.07,0.72,0.8,0.8,0.74,0.71,1.0
fulguro.csv,1.0,0.78,0.98,0.98,0.93,0.97,0.95,0.93,0.91,0.98,1.0,0.78,1.22,1.0,0.97,0.98,0.89,0.97,1.0,0.0
geotools.csv,0.16,0.77,0.82,0.9,0.75,0.75,0.82,0.83,0.9,0.71,0.91,0.93,0.65,1.0,0.84,0.59,1.0,0.07,0.63,1.0
ibatisdb.csv,1.0,0.77,0.86,0.94,0.9,0.81,0.78,0.85,0.95,0.81,0.86,1.0,0.81,1.0,0.9,0.06,1.0,0.77,0.79,1.01
intact.csv,0.72,1.01,0.7,0.73,0.69,0.2,0.91,0.5,0.5,1.0,0.9,0.62,1.2,1.04,0.62,0.88,0.9,0.61,0.74,0.96
japano.csv,0.64,1.01,0.79,0.69,0.73,0.9,0.62,0.0,0.64,0.97,0.76,0.86,1.0,0.6,0.74,0.9,0.87,0.72,0.85,1.0
miranda-icq.csv,1.01,0.76,0.65,0.8,0.82,0.65,0.78,0.56,0.81,0.06,0.5,0.92,1.02,1.03,0.72,0.93,1.0,0.82,0.63,0.68
ofbiz.csv,1.04,0.76,0.59,0.81,0.84,0.73,0.95,0.82,0.67,0.65,0.9,1.0,0.48,0.67,0.01,0.6,0.97,0.71,0.61,1.0
opennms.csv,1.02,0.82,0.94,0.97,0.04,0.97,0.79,0.86,0.8,0.74,1.01,0.93,0.81,1.0,0.87,0.88,0.74,0.74,1.0,1.01
papertoolkit.csv,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.98,0.0,1.0,1.0,1.0,0.97,1.0,1.0
rohxel.csv,0.92,1.03,0.67,0.68,0.81,0.83,0.0,0.58,0.94,0.69,0.68,0.76,1.0,0.93,0.85,0.81,0.64,0.85,0.73,0.89
roolo.csv,1.02,0.83,0.76,0.9,0.89,0.85,0.79,0.82,0.87,0.93,0.03,0.68,0.89,0.68,0.85,0.97,0.87,0.77,0.75,0.75
sevenupdate.csv,0.88,0.0,0.99,0.96,0.75,0.79,0.59,0.87,0.75,0.88,0.9,0.75,1.02,0.69,0.74,0.88,0.85,0.56,0.77,1.0
soar.csv,1.17,0.57,0.89,0.73,0.81,0.91,0.77,1.01,0.89,0.86,0.84,0.84,1.01,0.84,0.75,0.79,0.0,0.78,0.97,0.9
web-cat.csv,1.02,0.83,0.96,0.84,0.82,0.8,0.95,0.58,0.78,0.84,0.62,0.96,1.15,1.03,0.89,0.92,1.0,0.85,0.0,0.75
