,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.8,0.0,0.55,0.98,0.47,0.49,0.43,0.51,0.55,0.55,0.34,0.0,0.0,0.41,0.62,0.82,0.12,0.6,0.54,0.0
encog-cs.csv,0.0,0.46,0.48,0.52,0.57,0.48,0.33,0.71,0.98,0.46,0.53,0.0,0.0,0.48,0.5,0.33,0.17,0.43,0.57,0.0
extprosys.csv,0.0,0.52,0.91,0.42,0.69,0.47,0.46,0.63,0.46,0.44,0.69,0.29,0.0,0.0,0.51,0.16,0.0,0.4,0.33,0.73
freewrl.csv,0.92,0.39,0.29,0.39,0.62,0.36,0.42,0.28,0.34,0.22,0.29,1.0,0.39,0.0,0.39,0.29,0.33,0.35,0.36,0.0
fulguro.csv,0.0,0.26,0.02,0.02,0.09,0.04,0.06,0.1,0.11,0.02,0.0,0.3,0.0,0.0,0.04,0.04,0.16,0.05,0.0,1.0
geotools.csv,0.96,0.35,0.23,0.13,0.33,0.31,0.25,0.23,0.13,0.56,0.12,0.09,0.4,0.0,0.19,0.47,0.0,0.94,0.42,0.0
ibatisdb.csv,0.0,0.35,0.18,0.07,0.13,0.24,0.35,0.21,0.06,0.25,0.23,0.0,0.23,0.0,0.12,0.95,0.0,0.28,0.25,0.0
intact.csv,0.66,0.0,0.36,0.56,0.59,0.83,0.32,0.72,0.64,0.0,0.42,0.51,0.0,0.29,0.53,0.22,0.41,0.58,0.47,0.28
japano.csv,0.74,0.0,0.53,0.48,0.45,0.4,0.46,1.0,0.63,0.13,0.42,0.45,0.0,0.63,0.59,0.34,0.44,0.55,0.47,0.0
miranda-icq.csv,0.0,0.28,0.43,0.45,0.4,0.53,0.44,0.57,0.33,0.95,0.71,0.3,0.0,0.0,0.33,0.1,0.0,0.44,0.59,0.4
ofbiz.csv,0.0,0.44,0.61,0.26,0.21,0.48,0.06,0.22,0.43,0.47,0.12,0.0,0.58,0.38,0.99,0.53,0.04,0.36,0.66,0.0
opennms.csv,0.0,0.37,0.07,0.04,0.97,0.04,0.27,0.17,0.25,0.35,0.0,0.09,0.23,0.0,0.16,0.17,0.38,0.31,0.0,0.0
papertoolkit.csv,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.05,0.0,0.0
rohxel.csv,0.3,0.0,0.58,0.63,0.52,0.5,1.0,0.71,0.29,0.45,0.68,0.53,0.0,0.37,0.47,0.52,0.65,0.46,0.59,0.4
roolo.csv,0.0,0.21,0.29,0.13,0.17,0.23,0.25,0.22,0.17,0.1,0.99,0.44,0.13,0.38,0.25,0.07,0.22,0.39,0.3,0.31
sevenupdate.csv,0.41,1.0,0.05,0.25,0.51,0.53,0.56,0.45,0.54,0.42,0.32,0.53,0.0,0.59,0.58,0.39,0.19,0.68,0.56,0.0
soar.csv,0.0,0.67,0.44,0.56,0.52,0.37,0.5,0.0,0.4,0.44,0.49,0.44,0.0,0.48,0.57,0.57,1.0,0.55,0.13,0.35
web-cat.csv,0.0,0.21,0.05,0.39,0.25,0.27,0.37,0.48,0.3,0.24,0.55,0.17,0.0,0.0,0.14,0.17,0.0,0.28,1.0,0.31
