,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.45,0.45,0.53,0.37,0.55,0.56,0.48,0.45,0.53,0.43,0.71,0.0,0.46,0.36,0.39,0.44,0.75,0.48,0.44,0.0
encog-cs.csv,0.33,0.48,0.53,0.42,0.46,0.4,0.37,0.57,0.62,0.46,0.47,0.34,0.4,0.41,0.48,0.45,0.37,0.49,0.37,0.41
extprosys.csv,0.42,0.54,0.77,0.42,0.56,0.63,0.57,0.75,0.43,0.52,0.67,0.37,0.73,0.4,0.54,0.78,0.36,0.7,0.58,0.81
freewrl.csv,0.74,0.53,0.83,0.56,0.51,0.58,0.5,0.69,0.86,0.65,0.6,0.41,0.52,0.57,0.61,0.68,0.56,0.64,0.75,0.0
fulguro.csv,0.0,0.91,0.75,0.67,0.83,0.75,0.5,0.91,0.93,0.86,0.5,0.85,0.98,0.0,0.89,0.93,0.88,0.94,0.0,0.91
geotools.csv,0.94,0.53,0.93,0.92,0.76,0.95,0.8,0.81,0.95,0.46,0.86,0.5,0.57,0.83,0.97,0.84,0.0,0.68,0.89,0.8
ibatisdb.csv,0.5,0.59,0.83,0.83,0.92,0.92,0.75,0.92,0.83,0.97,0.69,0.0,0.97,0.83,0.96,0.82,0.0,0.98,0.83,0.91
intact.csv,0.38,0.44,0.8,0.42,0.42,0.83,0.37,0.53,0.52,0.39,0.48,0.57,0.88,0.35,0.64,0.77,0.31,0.48,0.48,0.46
japano.csv,0.41,0.44,0.57,0.51,0.62,0.41,0.78,0.49,0.44,0.39,0.64,0.37,0.4,0.5,0.41,0.42,0.38,0.57,0.35,0.0
miranda-icq.csv,0.94,0.67,0.8,0.65,0.59,0.57,0.61,0.75,0.68,0.82,0.71,0.35,0.45,0.93,0.64,0.95,0.37,0.61,0.43,0.55
ofbiz.csv,0.65,0.38,0.6,0.85,0.94,0.48,0.67,0.78,0.69,0.48,0.8,0.0,0.48,0.75,0.44,0.53,0.0,0.69,0.35,0.5
opennms.csv,0.91,0.6,0.9,0.67,0.78,0.75,0.82,0.88,0.97,0.65,0.75,0.75,0.97,0.5,0.97,0.96,0.75,0.93,0.67,0.88
papertoolkit.csv,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.67,0.0,0.0,0.0,0.89,0.0,0.75
rohxel.csv,0.32,0.45,0.58,0.41,0.43,0.43,0.44,0.58,0.38,0.45,0.5,0.48,0.41,0.39,0.44,0.52,0.49,0.47,0.46,0.42
roolo.csv,0.87,0.8,0.96,0.92,0.95,0.75,0.88,0.96,0.94,0.95,0.76,0.53,0.95,0.88,0.8,0.96,0.71,0.73,0.89,0.76
sevenupdate.csv,0.33,0.47,0.48,0.42,0.4,0.42,0.48,0.4,0.46,0.42,0.44,0.48,0.39,0.45,0.44,0.46,0.89,0.4,0.34,0.41
soar.csv,0.45,0.56,0.59,0.5,0.41,0.38,0.52,0.53,0.41,0.45,0.46,0.55,0.45,0.44,0.46,0.46,0.52,0.53,0.33,0.43
web-cat.csv,0.91,0.9,0.9,0.79,0.96,0.92,0.52,0.82,0.83,0.95,0.78,0.32,0.58,0.81,0.97,0.87,0.37,0.85,0.58,0.84
