,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.65,0.54,0.93,0.95,0.63,0.7,0.74,0.89,0.92,0.8,0.75,0.58,0.94,0.59,0.98,0.83,0.98,0.61,0.97,0.68
etherboot.csv,0.0,0.5,0.96,0.52,0.67,0.38,0.0,0.56,0.58,0.0,0.41,0.0,0.52,0.55,0.77,0.37,0.0,0.91,0.0,0.0
gebr.csv,0.36,0.44,0.39,0.47,0.41,0.4,0.43,0.42,0.42,0.34,0.4,0.36,0.47,0.5,0.43,0.33,0.42,0.39,0.39,0.35
gpac.csv,0.92,0.5,0.44,0.46,0.41,0.4,0.91,0.44,0.42,0.51,0.38,0.46,0.5,0.52,0.51,0.42,0.52,0.53,0.39,0.51
gstreamer.csv,0.45,0.48,0.43,0.48,0.41,0.45,0.43,0.47,0.46,0.33,0.4,0.4,0.47,0.62,0.48,0.39,0.44,0.38,0.42,0.35
kml.csv,0.36,0.43,0.44,0.5,0.38,0.51,0.42,0.45,0.41,0.32,0.4,0.34,0.49,0.5,0.41,0.43,0.43,0.38,0.39,0.35
ktc.csv,0.41,0.44,0.41,0.51,0.4,0.89,0.53,0.58,0.44,0.35,0.44,0.44,0.43,0.43,0.49,0.52,0.38,0.58,0.41,0.34
mbse.csv,0.43,0.48,0.52,0.5,0.46,0.61,0.54,0.56,0.62,0.5,0.5,0.45,0.47,0.53,0.49,0.56,0.44,0.37,0.58,0.33
miranda.csv,0.47,0.0,0.49,0.5,0.0,0.82,0.98,0.56,0.49,0.83,0.67,0.97,0.0,0.48,0.51,0.5,0.0,0.67,0.39,0.37
neoengine.csv,0.5,0.51,0.5,0.53,0.41,0.49,0.64,0.49,0.45,0.33,0.45,0.36,0.45,0.56,0.49,0.35,0.42,0.56,0.39,0.34
nicepress.csv,0.47,0.5,0.45,0.43,0.47,0.6,0.47,0.52,0.47,0.33,0.56,0.36,0.46,0.51,0.64,0.39,0.46,0.43,0.34,0.34
omseek.csv,0.95,0.0,0.91,0.75,0.92,0.0,0.94,0.83,0.91,0.0,0.75,0.8,0.88,0.75,0.78,0.0,0.97,0.9,0.9,0.98
pcsx2.csv,0.42,0.44,0.62,0.62,0.68,0.41,0.66,0.52,0.59,0.5,0.46,0.36,0.44,0.8,0.59,0.59,0.45,0.94,0.47,0.35
plplot.csv,0.44,0.58,0.87,0.53,0.48,0.48,0.45,0.49,0.7,0.32,0.4,0.36,0.58,0.54,0.5,0.39,0.45,0.4,0.4,0.39
rosegarden.csv,0.37,0.39,0.46,0.54,0.4,0.85,0.52,0.5,0.43,0.49,0.83,0.35,0.51,0.47,0.44,0.58,0.4,0.36,0.35,0.32
smarttag.csv,0.5,0.43,0.48,0.53,0.68,0.53,0.75,0.55,0.56,0.89,0.57,0.93,0.71,0.82,0.57,0.71,0.5,0.67,0.97,0.54
vapor.csv,0.0,0.5,0.5,0.5,0.62,0.38,0.0,0.42,0.41,0.0,0.4,0.9,0.46,0.47,0.46,0.36,0.0,0.46,0.0,0.0
wxjs.csv,0.93,0.0,0.92,0.0,0.5,0.8,0.75,0.5,0.83,0.67,0.0,0.0,0.0,0.5,0.83,0.67,0.89,0.73,0.8,0.5
zorannt.csv,0.64,0.33,0.98,0.49,0.57,0.45,0.98,0.93,0.75,0.38,0.44,0.39,0.93,0.88,0.59,0.42,0.42,0.54,0.33,0.32
zscreen.csv,0.43,0.88,0.54,0.56,0.46,0.47,0.6,0.52,0.49,0.93,0.57,0.68,0.61,0.59,0.54,0.8,0.54,0.58,0.95,0.38
