,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.48,0.55,0.0,0.34,0.46,0.42,0.0,0.0,0.33,0.67,0.95,0.45,0.65,0.86,0.0,0.5
codepurge.csv,0.39,0.34,0.45,0.45,0.34,0.5,0.52,0.3,0.94,0.32,0.64,0.4,0.4,0.58,0.45,0.42,0.84
fontforge.csv,0.41,0.3,0.41,0.37,0.33,0.35,0.37,0.44,0.42,0.37,0.44,0.42,0.36,0.4,0.37,0.42,0.36
gmerlin.csv,0.0,0.31,0.41,0.37,0.0,0.32,0.36,0.0,0.41,0.0,0.39,0.37,0.35,0.4,0.0,0.49,0.4
hatari.csv,0.39,0.38,0.57,0.42,0.35,0.42,0.42,0.28,0.44,0.33,0.45,0.42,0.43,0.72,0.38,0.54,0.63
jaolt.csv,0.36,0.37,0.57,0.41,0.98,0.61,0.5,0.4,0.47,0.0,0.47,0.47,0.44,0.6,0.83,0.44,0.66
jcl.csv,0.53,0.49,0.5,0.62,0.56,0.56,0.5,0.38,0.49,0.44,0.44,0.94,0.47,0.67,0.5,0.88,0.62
ltp.csv,0.95,0.41,0.47,0.57,0.47,0.43,0.44,0.32,0.61,0.63,0.57,0.76,0.63,0.52,0.45,0.94,0.54
mia.csv,0.58,0.83,0.54,0.4,0.98,0.77,0.65,0.33,0.54,0.34,0.5,0.8,0.92,0.83,0.62,0.72,0.65
net-snmp.csv,0.43,0.34,0.47,0.36,0.32,0.36,0.52,0.28,0.39,0.35,0.39,0.45,0.41,0.53,0.38,0.37,0.42
opde.csv,0.4,0.4,0.42,0.54,0.33,0.39,0.58,0.33,0.49,0.0,0.42,0.41,0.37,0.55,0.4,0.42,0.48
oppna-program-hsatools.csv,0.39,0.42,0.41,0.35,0.37,0.43,0.55,0.28,0.46,0.32,0.46,0.43,0.43,0.96,0.39,0.56,0.6
powerfolder-.csv,0.44,0.46,0.44,0.37,0.37,0.76,0.48,0.83,0.43,0.39,0.52,0.41,0.56,0.86,0.38,0.38,0.48
qlc.csv,0.0,0.3,0.0,0.49,0.32,0.47,0.59,0.0,0.46,0.63,0.84,0.4,0.57,0.85,0.41,0.0,0.71
quantlib.csv,0.4,0.83,0.0,0.0,0.33,0.96,0.0,0.29,0.0,0.37,0.91,0.0,0.5,0.0,0.37,0.37,0.68
tcl.csv,0.54,0.38,0.54,0.39,0.51,0.51,0.47,0.0,0.68,0.48,0.54,0.49,0.4,0.74,0.0,0.94,0.47
