,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.65,0.02,0.12,0.51
emftriple.csv,0.38,0.44,0.0,0.36
fluent-nhibernate.csv,0.71,0.0,0.34,0.56
gpsmid.csv,0.79,0.05,0.33,0.42
