,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.06,0.1,0.1,0.19,0.29,0.09,0.54,0.06,0.16,0.14,0.18,0.08,0.0,0.31,0.05
bl-toolkit.csv,0.23,0.11,0.49,0.39,0.37,0.0,0.12,0.5,0.29,0.19,0.43,0.29,0.56,0.35,0.21
bochs.csv,0.68,0.82,0.78,0.61,0.0,0.86,0.11,0.5,0.5,0.86,0.59,0.85,0.51,0.8,0.29
emeraldemu.csv,0.29,0.65,0.69,0.0,0.39,0.64,0.42,0.5,0.25,0.33,0.29,0.14,0.42,0.38,0.05
fbmanager.csv,0.0,0.28,0.35,0.43,0.93,0.32,0.5,0.19,0.47,0.26,0.22,0.33,0.48,0.57,0.2
modellus.csv,0.1,0.16,0.1,0.2,0.04,0.27,0.45,0.22,0.19,0.14,0.08,0.02,0.28,0.4,0.2
openmalaria.csv,0.42,0.23,0.32,0.48,0.29,0.18,0.42,0.31,0.44,0.28,0.0,0.37,0.48,0.54,0.23
pi-qmc.csv,0.39,0.17,0.45,0.33,0.26,0.18,0.84,0.53,0.45,0.19,0.14,0.24,0.41,0.48,0.0
plplot.csv,0.35,0.32,0.42,0.57,0.37,0.23,0.93,0.59,0.44,0.0,0.47,0.36,0.54,0.37,0.75
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
psycle.csv,0.45,0.01,0.61,0.67,0.33,0.55,0.32,0.56,0.54,0.61,0.55,0.59,0.75,0.82,0.88
qgis.csv,0.45,0.45,0.0,0.46,0.58,0.55,0.26,0.16,0.42,0.37,0.37,0.29,0.45,0.39,0.16
sbml.csv,0.42,0.32,0.48,0.37,0.2,0.5,0.35,0.0,0.46,0.37,0.22,0.17,0.51,0.69,0.2
unimrcp.csv,0.0,0.03,0.03,0.08,0.05,0.05,0.0,0.0,0.08,0.09,0.0,0.09,0.13,0.07,0.04
wow-qrsk.csv,0.16,0.32,0.35,0.12,0.11,0.64,0.64,0.56,0.0,0.02,0.37,0.42,0.13,0.21,0.0
